"Route","Model","TrainWeighting","Fold","RecordID","Weight"
"binary","Null","record_equal",2,"SYN_2_4",1
"binary","Null","record_equal",2,"SYN_2_5",1
"binary","Null","record_equal",2,"SYN_3_1",1
"binary","Null","record_equal",2,"SYN_3_2",1
"binary","Null","record_equal",2,"SYN_3_4",1
"binary","Null","record_equal",2,"SYN_3_5",1
"binary","Null","record_equal",2,"SYN_4_1",1
"binary","Null","record_equal",2,"SYN_4_2",1
"binary","Null","record_equal",2,"SYN_4_4",1
"binary","Null","record_equal",2,"SYN_4_5",1
"binary","Null","record_equal",2,"SYN_4_7",1
"binary","Null","record_equal",2,"SYN_5_1",1
"binary","Null","record_equal",2,"SYN_5_2",1
"binary","Null","record_equal",2,"SYN_5_4",1
"binary","Null","record_equal",2,"SYN_5_5",1
"binary","Null","record_equal",2,"SYN_5_7",1
"binary","Null","record_equal",2,"SYN_5_8",1
"binary","Null","record_equal",2,"SYN_6_1",1
"binary","Null","record_equal",2,"SYN_6_2",1
"binary","Null","record_equal",2,"SYN_6_4",1
"binary","Null","record_equal",2,"SYN_6_5",1
"binary","Null","record_equal",2,"SYN_6_7",1
"binary","Null","record_equal",2,"SYN_6_8",1
"binary","Null","species_equal",1,"SYN_7_1",1.2
"binary","Null","species_equal",1,"SYN_7_2",1.2
"binary","Null","species_equal",1,"SYN_7_4",1.2
"binary","Null","species_equal",1,"SYN_7_5",1.2
"binary","Null","species_equal",1,"SYN_7_7",1.2
"binary","Null","species_equal",1,"SYN_7_8",1.2
"binary","Null","species_equal",1,"SYN_7_10",1.2
"binary","Null","species_equal",1,"SYN_8_1",1.05
"binary","Null","species_equal",1,"SYN_8_2",1.05
"binary","Null","species_equal",1,"SYN_8_4",1.05
"binary","Null","species_equal",1,"SYN_8_5",1.05
"binary","Null","species_equal",1,"SYN_8_7",1.05
"binary","Null","species_equal",1,"SYN_8_8",1.05
"binary","Null","species_equal",1,"SYN_8_10",1.05
"binary","Null","species_equal",1,"SYN_8_11",1.05
"binary","Null","species_equal",1,"SYN_9_1",1.05
"binary","Null","species_equal",1,"SYN_9_2",1.05
"binary","Null","species_equal",1,"SYN_9_4",1.05
"binary","Null","species_equal",1,"SYN_9_5",1.05
"binary","Null","species_equal",1,"SYN_9_7",1.05
"binary","Null","species_equal",1,"SYN_9_8",1.05
"binary","Null","species_equal",1,"SYN_9_10",1.05
"binary","Null","species_equal",1,"SYN_9_11",1.05
"binary","Null","species_equal",1,"SYN_10_1",0.933333333333333
"binary","Null","species_equal",1,"SYN_10_2",0.933333333333333
"binary","Null","species_equal",1,"SYN_10_4",0.933333333333333
"binary","Null","species_equal",1,"SYN_10_5",0.933333333333333
"binary","Null","species_equal",1,"SYN_10_7",0.933333333333333
"binary","Null","species_equal",1,"SYN_10_8",0.933333333333333
"binary","Null","species_equal",1,"SYN_10_10",0.933333333333333
"binary","Null","species_equal",1,"SYN_10_11",0.933333333333333
"binary","Null","species_equal",1,"SYN_10_13",0.933333333333333
"binary","Null","species_equal",1,"SYN_11_1",0.84
"binary","Null","species_equal",1,"SYN_11_2",0.84
"binary","Null","species_equal",1,"SYN_11_4",0.84
"binary","Null","species_equal",1,"SYN_11_5",0.84
"binary","Null","species_equal",1,"SYN_11_7",0.84
"binary","Null","species_equal",1,"SYN_11_8",0.84
"binary","Null","species_equal",1,"SYN_11_10",0.84
"binary","Null","species_equal",1,"SYN_11_11",0.84
"binary","Null","species_equal",1,"SYN_11_13",0.84
"binary","Null","species_equal",1,"SYN_11_14",0.84
"binary","Null","species_equal",2,"SYN_1_1",1.55555555555556
"binary","Null","species_equal",2,"SYN_1_2",1.55555555555556
"binary","Null","species_equal",2,"SYN_1_4",1.55555555555556
"binary","Null","species_equal",2,"SYN_2_1",1.16666666666667
"binary","Null","species_equal",2,"SYN_2_2",1.16666666666667
"binary","Null","species_equal",2,"SYN_2_4",1.16666666666667
"binary","Null","species_equal",2,"SYN_2_5",1.16666666666667
"binary","Null","species_equal",2,"SYN_3_1",1.16666666666667
"binary","Null","species_equal",2,"SYN_3_2",1.16666666666667
"binary","Null","species_equal",2,"SYN_3_4",1.16666666666667
"binary","Null","species_equal",2,"SYN_3_5",1.16666666666667
"binary","Null","species_equal",2,"SYN_4_1",0.933333333333333
"binary","Null","species_equal",2,"SYN_4_2",0.933333333333333
"binary","Null","species_equal",2,"SYN_4_4",0.933333333333333
"binary","Null","species_equal",2,"SYN_4_5",0.933333333333333
"binary","Null","species_equal",2,"SYN_4_7",0.933333333333333
"binary","Null","species_equal",2,"SYN_5_1",0.777777777777778
"binary","Null","species_equal",2,"SYN_5_2",0.777777777777778
"binary","Null","species_equal",2,"SYN_5_4",0.777777777777778
"binary","Null","species_equal",2,"SYN_5_5",0.777777777777778
"binary","Null","species_equal",2,"SYN_5_7",0.777777777777778
"binary","Null","species_equal",2,"SYN_5_8",0.777777777777778
"binary","Null","species_equal",2,"SYN_6_1",0.777777777777778
"binary","Null","species_equal",2,"SYN_6_2",0.777777777777778
"binary","Null","species_equal",2,"SYN_6_4",0.777777777777778
"binary","Null","species_equal",2,"SYN_6_5",0.777777777777778
"binary","Null","species_equal",2,"SYN_6_7",0.777777777777778
"binary","Null","species_equal",2,"SYN_6_8",0.777777777777778
"binary","M1","record_equal",1,"SYN_7_1",1
"binary","M1","record_equal",1,"SYN_7_2",1
"binary","M1","record_equal",1,"SYN_7_4",1
"binary","M1","record_equal",1,"SYN_7_5",1
"binary","M1","record_equal",1,"SYN_7_7",1
"binary","M1","record_equal",1,"SYN_7_8",1
"binary","M1","record_equal",1,"SYN_7_10",1
"binary","M1","record_equal",1,"SYN_8_1",1
"binary","M1","record_equal",1,"SYN_8_2",1
"binary","M1","record_equal",1,"SYN_8_4",1
"binary","M1","record_equal",1,"SYN_8_5",1
"binary","M1","record_equal",1,"SYN_8_7",1
"binary","M1","record_equal",1,"SYN_8_8",1
"binary","M1","record_equal",1,"SYN_8_10",1
"binary","M1","record_equal",1,"SYN_8_11",1
"binary","M1","record_equal",1,"SYN_9_1",1
"binary","M1","record_equal",1,"SYN_9_2",1
"binary","M1","record_equal",1,"SYN_9_4",1
"binary","M1","record_equal",1,"SYN_9_5",1
"binary","M1","record_equal",1,"SYN_9_7",1
"binary","M1","record_equal",1,"SYN_9_8",1
"binary","M1","record_equal",1,"SYN_9_10",1
"binary","M1","record_equal",1,"SYN_9_11",1
"binary","M1","record_equal",1,"SYN_10_1",1
"binary","M1","record_equal",1,"SYN_10_2",1
"binary","M1","record_equal",1,"SYN_10_4",1
"binary","M1","record_equal",1,"SYN_10_5",1
"binary","M1","record_equal",1,"SYN_10_7",1
"binary","M1","record_equal",1,"SYN_10_8",1
"binary","M1","record_equal",1,"SYN_10_10",1
"binary","M1","record_equal",1,"SYN_10_11",1
"binary","M1","record_equal",1,"SYN_10_13",1
"binary","M1","record_equal",1,"SYN_11_1",1
"binary","M1","record_equal",1,"SYN_11_2",1
"binary","M1","record_equal",1,"SYN_11_4",1
"binary","M1","record_equal",1,"SYN_11_5",1
"binary","M1","record_equal",1,"SYN_11_7",1
"binary","M1","record_equal",1,"SYN_11_8",1
"binary","M1","record_equal",1,"SYN_11_10",1
"binary","M1","record_equal",1,"SYN_11_11",1
"binary","M1","record_equal",1,"SYN_11_13",1
"binary","M1","record_equal",1,"SYN_11_14",1
"binary","M1","record_equal",2,"SYN_1_1",1
"binary","M1","record_equal",2,"SYN_1_2",1
"binary","M1","record_equal",2,"SYN_1_4",1
"binary","M1","record_equal",2,"SYN_2_1",1
"binary","M1","record_equal",2,"SYN_2_2",1
"binary","M1","record_equal",2,"SYN_2_4",1
"binary","M1","record_equal",2,"SYN_2_5",1
"binary","M1","record_equal",2,"SYN_3_1",1
"binary","M1","record_equal",2,"SYN_3_2",1
"binary","M1","record_equal",2,"SYN_3_4",1
"binary","M1","record_equal",2,"SYN_3_5",1
"binary","M1","record_equal",2,"SYN_4_1",1
"binary","M1","record_equal",2,"SYN_4_2",1
"binary","M1","record_equal",2,"SYN_4_4",1
"binary","M1","record_equal",2,"SYN_4_5",1
"binary","M1","record_equal",2,"SYN_4_7",1
"binary","M1","record_equal",2,"SYN_5_1",1
"binary","M1","record_equal",2,"SYN_5_2",1
"binary","M1","record_equal",2,"SYN_5_4",1
"binary","M1","record_equal",2,"SYN_5_5",1
"binary","M1","record_equal",2,"SYN_5_7",1
"binary","M1","record_equal",2,"SYN_5_8",1
"binary","M1","record_equal",2,"SYN_6_1",1
"binary","M1","record_equal",2,"SYN_6_2",1
"binary","M1","record_equal",2,"SYN_6_4",1
"binary","M1","record_equal",2,"SYN_6_5",1
"binary","M1","record_equal",2,"SYN_6_7",1
"binary","M1","record_equal",2,"SYN_6_8",1
"binary","M1","species_equal",1,"SYN_7_1",1.2
"binary","M1","species_equal",1,"SYN_7_2",1.2
"binary","M1","species_equal",1,"SYN_7_4",1.2
"binary","M1","species_equal",1,"SYN_7_5",1.2
"binary","M1","species_equal",1,"SYN_7_7",1.2
"binary","M1","species_equal",1,"SYN_7_8",1.2
"binary","M1","species_equal",1,"SYN_7_10",1.2
"binary","M1","species_equal",1,"SYN_8_1",1.05
"binary","M1","species_equal",1,"SYN_8_2",1.05
"binary","M1","species_equal",1,"SYN_8_4",1.05
"binary","M1","species_equal",1,"SYN_8_5",1.05
"binary","M1","species_equal",1,"SYN_8_7",1.05
"binary","M1","species_equal",1,"SYN_8_8",1.05
"binary","M1","species_equal",1,"SYN_8_10",1.05
"binary","M1","species_equal",1,"SYN_8_11",1.05
"binary","M1","species_equal",1,"SYN_9_1",1.05
"binary","M1","species_equal",1,"SYN_9_2",1.05
"binary","M1","species_equal",1,"SYN_9_4",1.05
"binary","M1","species_equal",1,"SYN_9_5",1.05
"binary","M1","species_equal",1,"SYN_9_7",1.05
"binary","M1","species_equal",1,"SYN_9_8",1.05
"binary","M1","species_equal",1,"SYN_9_10",1.05
"binary","M1","species_equal",1,"SYN_9_11",1.05
"binary","M1","species_equal",1,"SYN_10_1",0.933333333333333
"binary","M1","species_equal",1,"SYN_10_2",0.933333333333333
"binary","M1","species_equal",1,"SYN_10_4",0.933333333333333
"binary","M1","species_equal",1,"SYN_10_5",0.933333333333333
"binary","M1","species_equal",1,"SYN_10_7",0.933333333333333
"binary","M1","species_equal",1,"SYN_10_8",0.933333333333333
"binary","M1","species_equal",1,"SYN_10_10",0.933333333333333
"binary","M1","species_equal",1,"SYN_10_11",0.933333333333333
"binary","M1","species_equal",1,"SYN_10_13",0.933333333333333
"binary","M1","species_equal",1,"SYN_11_1",0.84
"binary","M1","species_equal",1,"SYN_11_2",0.84
"binary","M1","species_equal",1,"SYN_11_4",0.84
"binary","M1","species_equal",1,"SYN_11_5",0.84
"binary","M1","species_equal",1,"SYN_11_7",0.84
"binary","M1","species_equal",1,"SYN_11_8",0.84
"binary","M1","species_equal",1,"SYN_11_10",0.84
"binary","M1","species_equal",1,"SYN_11_11",0.84
"binary","M1","species_equal",1,"SYN_11_13",0.84
"binary","M1","species_equal",1,"SYN_11_14",0.84
"binary","M1","species_equal",2,"SYN_1_1",1.55555555555556
"binary","M1","species_equal",2,"SYN_1_2",1.55555555555556
"binary","M1","species_equal",2,"SYN_1_4",1.55555555555556
"binary","M1","species_equal",2,"SYN_2_1",1.16666666666667
"binary","M1","species_equal",2,"SYN_2_2",1.16666666666667
"binary","M1","species_equal",2,"SYN_2_4",1.16666666666667
"binary","M1","species_equal",2,"SYN_2_5",1.16666666666667
"binary","M1","species_equal",2,"SYN_3_1",1.16666666666667
"binary","M1","species_equal",2,"SYN_3_2",1.16666666666667
"binary","M1","species_equal",2,"SYN_3_4",1.16666666666667
"binary","M1","species_equal",2,"SYN_3_5",1.16666666666667
"binary","M1","species_equal",2,"SYN_4_1",0.933333333333333
"binary","M1","species_equal",2,"SYN_4_2",0.933333333333333
"binary","M1","species_equal",2,"SYN_4_4",0.933333333333333
"binary","M1","species_equal",2,"SYN_4_5",0.933333333333333
"binary","M1","species_equal",2,"SYN_4_7",0.933333333333333
"binary","M1","species_equal",2,"SYN_5_1",0.777777777777778
"binary","M1","species_equal",2,"SYN_5_2",0.777777777777778
"binary","M1","species_equal",2,"SYN_5_4",0.777777777777778
"binary","M1","species_equal",2,"SYN_5_5",0.777777777777778
"binary","M1","species_equal",2,"SYN_5_7",0.777777777777778
"binary","M1","species_equal",2,"SYN_5_8",0.777777777777778
"binary","M1","species_equal",2,"SYN_6_1",0.777777777777778
"binary","M1","species_equal",2,"SYN_6_2",0.777777777777778
"binary","M1","species_equal",2,"SYN_6_4",0.777777777777778
"binary","M1","species_equal",2,"SYN_6_5",0.777777777777778
"binary","M1","species_equal",2,"SYN_6_7",0.777777777777778
"binary","M1","species_equal",2,"SYN_6_8",0.777777777777778
"binary","M2","record_equal",1,"SYN_7_1",1
"binary","M2","record_equal",1,"SYN_7_2",1
"binary","M2","record_equal",1,"SYN_7_4",1
"binary","M2","record_equal",1,"SYN_7_5",1
"binary","M2","record_equal",1,"SYN_7_7",1
"binary","M2","record_equal",1,"SYN_7_8",1
"binary","M2","record_equal",1,"SYN_7_10",1
"binary","M2","record_equal",1,"SYN_8_1",1
"binary","M2","record_equal",1,"SYN_8_2",1
"binary","M2","record_equal",1,"SYN_8_4",1
"binary","M2","record_equal",1,"SYN_8_5",1
"binary","M2","record_equal",1,"SYN_8_7",1
"binary","M2","record_equal",1,"SYN_8_8",1
"binary","M2","record_equal",1,"SYN_8_10",1
"binary","M2","record_equal",1,"SYN_8_11",1
"binary","M2","record_equal",1,"SYN_9_1",1
"binary","M2","record_equal",1,"SYN_9_2",1
"binary","M2","record_equal",1,"SYN_9_4",1
"binary","M2","record_equal",1,"SYN_9_5",1
"binary","M2","record_equal",1,"SYN_9_7",1
"binary","M2","record_equal",1,"SYN_9_8",1
"binary","M2","record_equal",1,"SYN_9_10",1
"binary","M2","record_equal",1,"SYN_9_11",1
"binary","M2","record_equal",1,"SYN_10_1",1
"binary","M2","record_equal",1,"SYN_10_2",1
"binary","M2","record_equal",1,"SYN_10_4",1
"binary","M2","record_equal",1,"SYN_10_5",1
"binary","M2","record_equal",1,"SYN_10_7",1
"binary","M2","record_equal",1,"SYN_10_8",1
"binary","M2","record_equal",1,"SYN_10_10",1
"binary","M2","record_equal",1,"SYN_10_11",1
"binary","M2","record_equal",1,"SYN_10_13",1
"binary","M2","record_equal",1,"SYN_11_1",1
"binary","M2","record_equal",1,"SYN_11_2",1
"binary","M2","record_equal",1,"SYN_11_4",1
"binary","M2","record_equal",1,"SYN_11_5",1
"binary","M2","record_equal",1,"SYN_11_7",1
"binary","M2","record_equal",1,"SYN_11_8",1
"binary","M2","record_equal",1,"SYN_11_10",1
"binary","M2","record_equal",1,"SYN_11_11",1
"binary","M2","record_equal",1,"SYN_11_13",1
"binary","M2","record_equal",1,"SYN_11_14",1
"binary","M2","record_equal",2,"SYN_1_1",1
"binary","M2","record_equal",2,"SYN_1_2",1
"binary","M2","record_equal",2,"SYN_1_4",1
"binary","M2","record_equal",2,"SYN_2_1",1
"binary","M2","record_equal",2,"SYN_2_2",1
"binary","M2","record_equal",2,"SYN_2_4",1
"binary","M2","record_equal",2,"SYN_2_5",1
"binary","M2","record_equal",2,"SYN_3_1",1
"binary","M2","record_equal",2,"SYN_3_2",1
"binary","M2","record_equal",2,"SYN_3_4",1
"binary","M2","record_equal",2,"SYN_3_5",1
"binary","M2","record_equal",2,"SYN_4_1",1
"binary","M2","record_equal",2,"SYN_4_2",1
"binary","M2","record_equal",2,"SYN_4_4",1
"binary","M2","record_equal",2,"SYN_4_5",1
"binary","M2","record_equal",2,"SYN_4_7",1
"binary","M2","record_equal",2,"SYN_5_1",1
"binary","M2","record_equal",2,"SYN_5_2",1
"binary","M2","record_equal",2,"SYN_5_4",1
"binary","M2","record_equal",2,"SYN_5_5",1
"binary","M2","record_equal",2,"SYN_5_7",1
"binary","M2","record_equal",2,"SYN_5_8",1
"binary","M2","record_equal",2,"SYN_6_1",1
"binary","M2","record_equal",2,"SYN_6_2",1
"binary","M2","record_equal",2,"SYN_6_4",1
"binary","M2","record_equal",2,"SYN_6_5",1
"binary","M2","record_equal",2,"SYN_6_7",1
"binary","M2","record_equal",2,"SYN_6_8",1
"binary","M2","species_equal",1,"SYN_7_1",1.2
"binary","M2","species_equal",1,"SYN_7_2",1.2
"binary","M2","species_equal",1,"SYN_7_4",1.2
"binary","M2","species_equal",1,"SYN_7_5",1.2
"binary","M2","species_equal",1,"SYN_7_7",1.2
"binary","M2","species_equal",1,"SYN_7_8",1.2
"binary","M2","species_equal",1,"SYN_7_10",1.2
"binary","M2","species_equal",1,"SYN_8_1",1.05
"binary","M2","species_equal",1,"SYN_8_2",1.05
"binary","M2","species_equal",1,"SYN_8_4",1.05
"binary","M2","species_equal",1,"SYN_8_5",1.05
"binary","M2","species_equal",1,"SYN_8_7",1.05
"binary","M2","species_equal",1,"SYN_8_8",1.05
"binary","M2","species_equal",1,"SYN_8_10",1.05
"binary","M2","species_equal",1,"SYN_8_11",1.05
"binary","M2","species_equal",1,"SYN_9_1",1.05
"binary","M2","species_equal",1,"SYN_9_2",1.05
"binary","M2","species_equal",1,"SYN_9_4",1.05
"binary","M2","species_equal",1,"SYN_9_5",1.05
"binary","M2","species_equal",1,"SYN_9_7",1.05
"binary","M2","species_equal",1,"SYN_9_8",1.05
"binary","M2","species_equal",1,"SYN_9_10",1.05
"binary","M2","species_equal",1,"SYN_9_11",1.05
"binary","M2","species_equal",1,"SYN_10_1",0.933333333333333
"binary","M2","species_equal",1,"SYN_10_2",0.933333333333333
"binary","M2","species_equal",1,"SYN_10_4",0.933333333333333
"binary","M2","species_equal",1,"SYN_10_5",0.933333333333333
"binary","M2","species_equal",1,"SYN_10_7",0.933333333333333
"binary","M2","species_equal",1,"SYN_10_8",0.933333333333333
"binary","M2","species_equal",1,"SYN_10_10",0.933333333333333
"binary","M2","species_equal",1,"SYN_10_11",0.933333333333333
"binary","M2","species_equal",1,"SYN_10_13",0.933333333333333
"binary","M2","species_equal",1,"SYN_11_1",0.84
"binary","M2","species_equal",1,"SYN_11_2",0.84
"binary","M2","species_equal",1,"SYN_11_4",0.84
"binary","M2","species_equal",1,"SYN_11_5",0.84
"binary","M2","species_equal",1,"SYN_11_7",0.84
"binary","M2","species_equal",1,"SYN_11_8",0.84
"binary","M2","species_equal",1,"SYN_11_10",0.84
"binary","M2","species_equal",1,"SYN_11_11",0.84
"binary","M2","species_equal",1,"SYN_11_13",0.84
"binary","M2","species_equal",1,"SYN_11_14",0.84
"binary","M2","species_equal",2,"SYN_1_1",1.55555555555556
"binary","M2","species_equal",2,"SYN_1_2",1.55555555555556
"binary","M2","species_equal",2,"SYN_1_4",1.55555555555556
"binary","M2","species_equal",2,"SYN_2_1",1.16666666666667
"binary","M2","species_equal",2,"SYN_2_2",1.16666666666667
"binary","M2","species_equal",2,"SYN_2_4",1.16666666666667
"binary","M2","species_equal",2,"SYN_2_5",1.16666666666667
"binary","M2","species_equal",2,"SYN_3_1",1.16666666666667
"binary","M2","species_equal",2,"SYN_3_2",1.16666666666667
"binary","M2","species_equal",2,"SYN_3_4",1.16666666666667
"binary","M2","species_equal",2,"SYN_3_5",1.16666666666667
"binary","M2","species_equal",2,"SYN_4_1",0.933333333333333
"binary","M2","species_equal",2,"SYN_4_2",0.933333333333333
"binary","M2","species_equal",2,"SYN_4_4",0.933333333333333
"binary","M2","species_equal",2,"SYN_4_5",0.933333333333333
"binary","M2","species_equal",2,"SYN_4_7",0.933333333333333
"binary","M2","species_equal",2,"SYN_5_1",0.777777777777778
"binary","M2","species_equal",2,"SYN_5_2",0.777777777777778
"binary","M2","species_equal",2,"SYN_5_4",0.777777777777778
"binary","M2","species_equal",2,"SYN_5_5",0.777777777777778
"binary","M2","species_equal",2,"SYN_5_7",0.777777777777778
"binary","M2","species_equal",2,"SYN_5_8",0.777777777777778
"binary","M2","species_equal",2,"SYN_6_1",0.777777777777778
"binary","M2","species_equal",2,"SYN_6_2",0.777777777777778
"binary","M2","species_equal",2,"SYN_6_4",0.777777777777778
"binary","M2","species_equal",2,"SYN_6_5",0.777777777777778
"binary","M2","species_equal",2,"SYN_6_7",0.777777777777778
"binary","M2","species_equal",2,"SYN_6_8",0.777777777777778
"binary","M3","record_equal",1,"SYN_7_1",1
"binary","M3","record_equal",1,"SYN_7_2",1
"binary","M3","record_equal",1,"SYN_7_4",1
"binary","M3","record_equal",1,"SYN_7_5",1
"binary","M3","record_equal",1,"SYN_7_7",1
"binary","M3","record_equal",1,"SYN_7_8",1
"binary","M3","record_equal",1,"SYN_7_10",1
"binary","M3","record_equal",1,"SYN_8_1",1
"binary","M3","record_equal",1,"SYN_8_2",1
"binary","M3","record_equal",1,"SYN_8_4",1
"binary","M3","record_equal",1,"SYN_8_5",1
"binary","M3","record_equal",1,"SYN_8_7",1
"binary","M3","record_equal",1,"SYN_8_8",1
"binary","M3","record_equal",1,"SYN_8_10",1
"binary","M3","record_equal",1,"SYN_8_11",1
"binary","M3","record_equal",1,"SYN_9_1",1
"binary","M3","record_equal",1,"SYN_9_2",1
"binary","M3","record_equal",1,"SYN_9_4",1
"binary","M3","record_equal",1,"SYN_9_5",1
"binary","M3","record_equal",1,"SYN_9_7",1
"binary","M3","record_equal",1,"SYN_9_8",1
"binary","M3","record_equal",1,"SYN_9_10",1
"binary","M3","record_equal",1,"SYN_9_11",1
"binary","M3","record_equal",1,"SYN_10_1",1
"binary","M3","record_equal",1,"SYN_10_2",1
"binary","M3","record_equal",1,"SYN_10_4",1
"binary","M3","record_equal",1,"SYN_10_5",1
"binary","M3","record_equal",1,"SYN_10_7",1
"binary","M3","record_equal",1,"SYN_10_8",1
"binary","M3","record_equal",1,"SYN_10_10",1
"binary","M3","record_equal",1,"SYN_10_11",1
"binary","M3","record_equal",1,"SYN_10_13",1
"binary","M3","record_equal",1,"SYN_11_1",1
"binary","M3","record_equal",1,"SYN_11_2",1
"binary","M3","record_equal",1,"SYN_11_4",1
"binary","M3","record_equal",1,"SYN_11_5",1
"binary","M3","record_equal",1,"SYN_11_7",1
"binary","M3","record_equal",1,"SYN_11_8",1
"binary","M3","record_equal",1,"SYN_11_10",1
"binary","M3","record_equal",1,"SYN_11_11",1
"binary","M3","record_equal",1,"SYN_11_13",1
"binary","M3","record_equal",1,"SYN_11_14",1
"binary","M3","record_equal",2,"SYN_1_1",1
"binary","M3","record_equal",2,"SYN_1_2",1
"binary","M3","record_equal",2,"SYN_1_4",1
"binary","M3","record_equal",2,"SYN_2_1",1
"binary","M3","record_equal",2,"SYN_2_2",1
"binary","M3","record_equal",2,"SYN_2_4",1
"binary","M3","record_equal",2,"SYN_2_5",1
"binary","M3","record_equal",2,"SYN_3_1",1
"binary","M3","record_equal",2,"SYN_3_2",1
"binary","M3","record_equal",2,"SYN_3_4",1
"binary","M3","record_equal",2,"SYN_3_5",1
"binary","M3","record_equal",2,"SYN_4_1",1
"binary","M3","record_equal",2,"SYN_4_2",1
"binary","M3","record_equal",2,"SYN_4_4",1
"binary","M3","record_equal",2,"SYN_4_5",1
"binary","M3","record_equal",2,"SYN_4_7",1
"binary","M3","record_equal",2,"SYN_5_1",1
"binary","M3","record_equal",2,"SYN_5_2",1
"binary","M3","record_equal",2,"SYN_5_4",1
"binary","M3","record_equal",2,"SYN_5_5",1
"binary","M3","record_equal",2,"SYN_5_7",1
"binary","M3","record_equal",2,"SYN_5_8",1
"binary","M3","record_equal",2,"SYN_6_1",1
"binary","M3","record_equal",2,"SYN_6_2",1
"binary","M3","record_equal",2,"SYN_6_4",1
"binary","M3","record_equal",2,"SYN_6_5",1
"binary","M3","record_equal",2,"SYN_6_7",1
"binary","M3","record_equal",2,"SYN_6_8",1
"binary","M3","species_equal",1,"SYN_7_1",1.2
"binary","M3","species_equal",1,"SYN_7_2",1.2
"binary","M3","species_equal",1,"SYN_7_4",1.2
"binary","M3","species_equal",1,"SYN_7_5",1.2
"binary","M3","species_equal",1,"SYN_7_7",1.2
"binary","M3","species_equal",1,"SYN_7_8",1.2
"binary","M3","species_equal",1,"SYN_7_10",1.2
"binary","M3","species_equal",1,"SYN_8_1",1.05
"binary","M3","species_equal",1,"SYN_8_2",1.05
"binary","M3","species_equal",1,"SYN_8_4",1.05
"binary","M3","species_equal",1,"SYN_8_5",1.05
"binary","M3","species_equal",1,"SYN_8_7",1.05
"binary","M3","species_equal",1,"SYN_8_8",1.05
"binary","M3","species_equal",1,"SYN_8_10",1.05
"binary","M3","species_equal",1,"SYN_8_11",1.05
"binary","M3","species_equal",1,"SYN_9_1",1.05
"binary","M3","species_equal",1,"SYN_9_2",1.05
"binary","M3","species_equal",1,"SYN_9_4",1.05
"binary","M3","species_equal",1,"SYN_9_5",1.05
"binary","M3","species_equal",1,"SYN_9_7",1.05
"binary","M3","species_equal",1,"SYN_9_8",1.05
"binary","M3","species_equal",1,"SYN_9_10",1.05
"binary","M3","species_equal",1,"SYN_9_11",1.05
"binary","M3","species_equal",1,"SYN_10_1",0.933333333333333
"binary","M3","species_equal",1,"SYN_10_2",0.933333333333333
"binary","M3","species_equal",1,"SYN_10_4",0.933333333333333
"binary","M3","species_equal",1,"SYN_10_5",0.933333333333333
"binary","M3","species_equal",1,"SYN_10_7",0.933333333333333
"binary","M3","species_equal",1,"SYN_10_8",0.933333333333333
