"Namespace","RelativePath","ArchivePath","Bytes","SHA256"
"v3.3","review/baseline_v3_2/R/workflow.R","v3.3/review/baseline_v3_2/R/workflow.R","10385","9afa967d9f05f3bd591f697c09ffdc5dfb66a4b8615a9c6012f9ab3ec2f2cd1c"
"v3.3","review/baseline_v3_2/README.md","v3.3/review/baseline_v3_2/README.md","311","9f6ec9f0994bff9623f4ea44577105eff70a4dce2834859f71bdb38925e58b88"
"v3.3","review/baseline_v3_2/stan/joint_bb.stan","v3.3/review/baseline_v3_2/stan/joint_bb.stan","9477","db491633fcadbd940c2e78280660a47cd037f46795c9dce2258f9381c4571430"
"v3.3","review/build_audit_beta_cases.log","v3.3/review/build_audit_beta_cases.log","23","b6fe6ed9af8071cdad7b2b6131c2f0a455b3924ec5e12b0104fbb452e5d614c0"
"v3.3","review/environment_build_v33_exit.json","v3.3/review/environment_build_v33_exit.json","116","eba69d6e329bfa5c2651dcba6ea0f3a5a2133148673c42b314d927346ee05c02"
"v3.3","review/environment_build_v33.log","v3.3/review/environment_build_v33.log","5829","131dc6d49d3902c06144bc05773f4e30ae67cdb3e3a694580039f1fe0eb20f87"
"v3.3","review/environment_test_v33_exit.json","v3.3/review/environment_test_v33_exit.json","110","abd65377a8fae41800a2f973bc1dd7a8fbf17edde1295e6a50ced188a861bf3b"
"v3.3","review/environment_test_v33.log","v3.3/review/environment_test_v33.log","1786","23942c6f2c4d4203028874785eea7345f2286286906caf79b3caea48bd32351c"
"v3.3","review/final_parse_all.log","v3.3/review/final_parse_all.log","22","2204efd16bf500ea1d3c2718f4cafda6dea69a276a784dcc36f347a3c154307a"
"v3.3","review/final_run_audit_deterministic.log","v3.3/review/final_run_audit_deterministic.log","2114","aad4052be519e77885ad909809785263631c8bd0aff66fe6023158aa5860b622"
"v3.3","review/final_run_tests.log","v3.3/review/final_run_tests.log","2882","4baf58357cc5b4d86da4cdb05bf59f23a84c4a6f246a505b20b1ffc011c78807"
"v3.3","review/final_test_binary_template_key.log","v3.3/review/final_test_binary_template_key.log","93","7abaf2e8574f0c4806b54f0770e6cff7b84bb1f9bf676bc5076b633353808ad5"
"v3.3","review/final_test_input_support_counts.log","v3.3/review/final_test_input_support_counts.log","108","e1cc0171f3028b1e1b051ae5eee6684b34bd63654764620ca6e052845df5bd69"
"v3.3","review/final_test_quantitative_diagnostics.log","v3.3/review/final_test_quantitative_diagnostics.log","105","6f498d1a16205094a79f36f76a42a834ab32039a3573383ced6dd6ff00f16875"
"v3.3","review/final_test_report_comparison_wording.log","v3.3/review/final_test_report_comparison_wording.log","88","e63cce14049645a03c3ef3f754f13e632c6da19ed34bd8a0ed91a5d43ffbfc7a"
"v3.3","review/final_test_v32_fullgrid_synthetic.log","v3.3/review/final_test_v32_fullgrid_synthetic.log","392","f56b4443319aa9e3161af3b2fdb0ba921c50c247fa1c9f69c0d97ed01162a7fb"
"v3.3","review/final_test_v32_metrics.log","v3.3/review/final_test_v32_metrics.log","756","8401d02d6bd01c4ba04f24d60072bc20c9e15126fa06952fd364b29a2b4337f5"
"v3.3","review/final_test_v33_scope_guard.log","v3.3/review/final_test_v33_scope_guard.log","112","dd9e97600cf639c8702f485a8091b5047c4a9750aed642916396bd32ebab0728"
"v3.3","review/fullgrid_synthetic/figures/quantitative_predicted_observed.pdf","v3.3/review/fullgrid_synthetic/figures/quantitative_predicted_observed.pdf","72026","ac80acd55524e03d82a500a23bbc859616858e5e04ba0fd635b7d00a677869e1"
"v3.3","review/fullgrid_synthetic/input/observations.csv","v3.3/review/fullgrid_synthetic/input/observations.csv","9476","82c55472b759fcf14ae7f8ad2982a85d3fea316a07dc61531a0e4c5a9e20a67a"
"v3.3","review/fullgrid_synthetic/input/sites.csv","v3.3/review/fullgrid_synthetic/input/sites.csv","547","daf8bbb861a3b08e62fd54bc76dd1e399c6ff1cd7bfdcd312b13cae10fc7405f"
"v3.3","review/fullgrid_synthetic/results/calibration_bins.csv","v3.3/review/fullgrid_synthetic/results/calibration_bins.csv","4503","3bdf454bfd62a37076a1bcbd0e216cd0a8cbc84b51c3ae2e66a4bc92bce6c7c9"
"v3.3","review/fullgrid_synthetic/results/cv_fold_metrics.csv","v3.3/review/fullgrid_synthetic/results/cv_fold_metrics.csv","97302","1ee0a380d8a28ede8377065d325710d1d4f11cbba25835cb67bb8b69f2c912b9"
"v3.3","review/fullgrid_synthetic/results/cv_metrics_summary.csv","v3.3/review/fullgrid_synthetic/results/cv_metrics_summary.csv","14659","ad3aaa58b276d2a3d4fce891fe1fbbdfb2ee7d4290be3a2d849785cd09f543f9"
"v3.3","review/fullgrid_synthetic/results/cv_record_predictions.csv","v3.3/review/fullgrid_synthetic/results/cv_record_predictions.csv","803031","049fbfdef4cc06a890dc056d94efb96a677ee56adf32efd9b78d2dff819daf61"
"v3.3","review/fullgrid_synthetic/results/folds_binary_species_10.csv","v3.3/review/fullgrid_synthetic/results/folds_binary_species_10.csv","205","798e7c27af80323e8f2533cb395402b14e612122f9be3b7d1ef070de8d61da77"
"v3.3","review/fullgrid_synthetic/results/folds_binary_species_5.csv","v3.3/review/fullgrid_synthetic/results/folds_binary_species_5.csv","204","95ce2ff0681ad49f1a132712f6c3a8c88d0345c1774ec8a5aed359ed3704eab6"
"v3.3","review/fullgrid_synthetic/results/folds_joint_bb_species_10.csv","v3.3/review/fullgrid_synthetic/results/folds_joint_bb_species_10.csv","222","82b8349a61bec23c788651cf570e5b5557484ba36e15bb00649561e781187adf"
"v3.3","review/fullgrid_synthetic/results/folds_joint_bb_species_5.csv","v3.3/review/fullgrid_synthetic/results/folds_joint_bb_species_5.csv","221","2805e0770314b19ff1a4c5714488c91bc9d2da1f195f3239a898872d5f7ffd56"
"v3.3","review/fullgrid_synthetic/results/model_vs_null_by_fold.csv","v3.3/review/fullgrid_synthetic/results/model_vs_null_by_fold.csv","68264","6c8e37514c3a3b98c5829994d57067fd96815c493f5cd77fe985ebb0af654a47"
"v3.3","review/fullgrid_synthetic/results/model_vs_null.csv","v3.3/review/fullgrid_synthetic/results/model_vs_null.csv","10004","d728ebb0b4bd94f8b797d6891d896029e44db0930cc1040e36334ac3a897d6f4"
"v3.3","review/fullgrid_synthetic/results/quantitative_bias_summary.csv","v3.3/review/fullgrid_synthetic/results/quantitative_bias_summary.csv","5815","e5602ab6b812004a1f49ff3841dd250fe39a1d9120c86881df81644f58ee0291"
"v3.3","review/fullgrid_synthetic/results/quantitative_plot_source.csv","v3.3/review/fullgrid_synthetic/results/quantitative_plot_source.csv","427341","9547f303725a4cea42eedd87871b9c519cde407da610b32b57e773c2226cdedc"
"v3.3","review/fullgrid_synthetic/results/roc_coordinates.csv","v3.3/review/fullgrid_synthetic/results/roc_coordinates.csv","29439","8430edf6b73af4b881a9a581f3019d4a8b1bbd21776a7b90bae82fdada442d35"
"v3.3","review/fullgrid_synthetic/results/training_method_comparisons_by_fold.csv","v3.3/review/fullgrid_synthetic/results/training_method_comparisons_by_fold.csv","46881","a4f087711de551b6e95ad0b71458a22d9eca3881ede6a110c7a4ec0f5be906e0"
"v3.3","review/fullgrid_synthetic/results/training_method_comparisons.csv","v3.3/review/fullgrid_synthetic/results/training_method_comparisons.csv","6617","4e2b567ff0c320fdcb0cc8a80264d333afab78e3deffaead5e872320102c0345"
"v3.3","review/fullgrid_synthetic/results/training_weights_cv.csv","v3.3/review/fullgrid_synthetic/results/training_weights_cv.csv","4103196","559d3376bb1628fe5332f7090a923c1eef4fbba9cc4771bbbceac1efe82c24c8"
"v3.3","review/fullgrid_synthetic/results/training_weights.csv","v3.3/review/fullgrid_synthetic/results/training_weights.csv","4103196","559d3376bb1628fe5332f7090a923c1eef4fbba9cc4771bbbceac1efe82c24c8"
"v3.3","review/fullgrid_synthetic/test_status.json","v3.3/review/fullgrid_synthetic/test_status.json","308","452248789245b0f7eeaf0363a487e4e0d3e110ff8dd1aa5f3c15caa223dd4ce0"
"v3.3","review/high_precision_audit_reference.log","v3.3/review/high_precision_audit_reference.log","560","8e78c42cab9267226fd543fac5388df33e1e3228f8c9bccaffbc81efbbff2a1e"
"v3.3","review/high_precision_reference_initial_syntax_error.log","v3.3/review/high_precision_reference_initial_syntax_error.log","396","8e575a9de2386ee712fac114ece00296d1cabf097a5ac83f6b32655877728fd9"
"v3.3","review/high_precision_reference_script_before_quote_fix.py","v3.3/review/high_precision_reference_script_before_quote_fix.py","2388","e6394ad38d07cd43886498b5e147896a77806e88bfd4bf3745256d9d72f255ac"
"v3.3","review/inherited_beta_cases/parameter_cases.csv","v3.3/review/inherited_beta_cases/parameter_cases.csv","7449","0f14b3b95c4ef0b93c12f8798b28e0c238a6d2446dc19406a030ec361bff7c1f"
"v3.3","review/inherited_beta_cases/record_parameter_cases.csv","v3.3/review/inherited_beta_cases/record_parameter_cases.csv","268","a7b6bc244619f021b49a8128d4b086bd1c37151b3e1d93b176a3d11582fd1daf"
"v3.3","review/inherited_beta_cases/switch_cases.csv","v3.3/review/inherited_beta_cases/switch_cases.csv","3352","a6fd1f182395ab7d2ac3ae1d07edd8c6bf832d4a14dafc6221a4a44426b61b29"
"v3.3","review/input_support_counts.json","v3.3/review/input_support_counts.json","386","58d661ba8e3d7e30a8aee9b4dbdebeb495a48026eeae80a695252d6d4a69cca7"
"v3.3","review/inspect_probe_identity.R","v3.3/review/inspect_probe_identity.R","624","40b18edde2241af069966abac67e30b7086eff4dc9ac2514784334ab5d161509"
"v3.3","review/prediction_audit_v3_2_before.R","v3.3/review/prediction_audit_v3_2_before.R","22779","8af9e53177e600848eed8c739118597a0d854bf3e8a4c93a7cbb1ef9fda36e87"
"v3.3","review/probe_compiled_model_code.stan","v3.3/review/probe_compiled_model_code.stan","8300","58fe290b393c0cfdb167bc6117f28c85ed2ea82385444d2edcc626461e84dd63"
"v3.3","review/probe_identity_gate_note.md","v3.3/review/probe_identity_gate_note.md","457","fbd8d7c7b0a26551b3bedcaa8c58aa4f4a535503d998978e16b67a2bd8a2672d"
"v3.3","review/probe_identity_inspection.log","v3.3/review/probe_identity_inspection.log","2324","c4b11baa26d413eedf1bdc2a0465b758d2311e6cb83fabb71d3761a799bb0bf9"
"v3.3","review/quantitative_plot_fixture/figures/quantitative_predicted_observed.pdf","v3.3/review/quantitative_plot_fixture/figures/quantitative_predicted_observed.pdf","8129","2ed026d6ab42e160e6bf6f0c39aeecb60b34adbb4821248927620234d2ed76e1"
"v3.3","review/quantitative_plot_fixture/results/quantitative_bias_summary.csv","v3.3/review/quantitative_plot_fixture/results/quantitative_bias_summary.csv","508","b97f71e0b896a754a0b0d421ee3d7fcf2fb1dd953261b1525cb7a2b3796f2ab1"
"v3.3","review/quantitative_plot_fixture/results/quantitative_plot_source.csv","v3.3/review/quantitative_plot_fixture/results/quantitative_plot_source.csv","992","856806fb3f27d6d1a1fca0be8e47a1ce8c6f5f331dd349dff053bc1d527a2550"
"v3.3","review/quantitative_plot_fixture/test_status.json","v3.3/review/quantitative_plot_fixture/test_status.json","254","87055796f271418ca4d990698115a3aac8d71e5b40bbda59597222cc31c6e572"
"v3.3","review/reference_dependency_download.log","v3.3/review/reference_dependency_download.log","1702","73e34f80151ce5bb9f0fe95ba292ca2aa051558af1bf79dbe035a03141b4d771"
"v3.3","review/reference_dependency/mpmath-1.3.0-py3-none-any.whl","v3.3/review/reference_dependency/mpmath-1.3.0-py3-none-any.whl","536198","a0b2b9fe80bbcd81a6647ff13108738cfb482d481d826cc0e02f5b35e5c88d2c"
"v3.3","review/reference_dependency/provenance.json","v3.3/review/reference_dependency/provenance.json","547","a9162c0e5c2cde209b7153652c8a4042305c537327ac7d31e56cc4132a92f35e"
"v3.3","review/regression_runner_exit.json","v3.3/review/regression_runner_exit.json","131","91f4d096eac561792ae5228826c4c752a5136b4d905232d11a0016a53a4a48ed"
"v3.3","review/regression_runner_v32_image.log","v3.3/review/regression_runner_v32_image.log","7145","e5a621b7ef5ff261b17e3e97739c76b71dace7700803f5e6efec33af8023cd3a"
"v3.3","review/regression_runner.csv","v3.3/review/regression_runner.csv","361","40e2859bf4267c1ac49032809035053c7196003e76cff6d37335c33ab510893d"
"v3.3","review/regression_runner.log","v3.3/review/regression_runner.log","7301","9504de64312eb2cfae7c80ada4f117bd70a71a301d536eaf3ac763b2f52e540a"
"v3.3","review/report_wording_fixture/checks.csv","v3.3/review/report_wording_fixture/checks.csv","153","95fdbde0b22180b3712e8993b7193e4ab42aa83ad4fccb3d68c3c46b578b60c8"
"v3.3","review/report_wording_fixture/reports/REPORT_v3_3.md","v3.3/review/report_wording_fixture/reports/REPORT_v3_3.md","3594","42653ce3d4adec4b79ae1bc08e5d61f5eea9fc8058a48ba4750cfb1d013fe146"
"v3.3","review/report_wording_fixture/results/cv_metrics_summary.csv","v3.3/review/report_wording_fixture/results/cv_metrics_summary.csv","65","6167b50a25cd503170b4b3326e33a3fd24625d2d3fea28832ed9c81e105e5019"
"v3.3","review/report_wording_fixture/results/model_vs_null.csv","v3.3/review/report_wording_fixture/results/model_vs_null.csv","65","6167b50a25cd503170b4b3326e33a3fd24625d2d3fea28832ed9c81e105e5019"
"v3.3","review/report_wording_fixture/results/quantitative_bias_summary.csv","v3.3/review/report_wording_fixture/results/quantitative_bias_summary.csv","65","6167b50a25cd503170b4b3326e33a3fd24625d2d3fea28832ed9c81e105e5019"
"v3.3","review/report_wording_fixture/results/quantitative_plot_source.csv","v3.3/review/report_wording_fixture/results/quantitative_plot_source.csv","65","6167b50a25cd503170b4b3326e33a3fd24625d2d3fea28832ed9c81e105e5019"
"v3.3","review/report_wording_fixture/results/training_method_comparisons.csv","v3.3/review/report_wording_fixture/results/training_method_comparisons.csv","65","6167b50a25cd503170b4b3326e33a3fd24625d2d3fea28832ed9c81e105e5019"
"v3.3","review/report_wording_fixture/results/training_ppc_summary.csv","v3.3/review/report_wording_fixture/results/training_ppc_summary.csv","65","6167b50a25cd503170b4b3326e33a3fd24625d2d3fea28832ed9c81e105e5019"
"v3.3","review/report_wording_fixture/status.json","v3.3/review/report_wording_fixture/status.json","105","406b9faa4e9a770ba8efe914474ebfd57beed3863ee9b7b779b58a822d61a23e"
