"File","Change","BaselineBytes","CurrentBytes","BaselineSHA256","CurrentSHA256","Explanation"
"scripts/build_complete_archive.ps1","added","","5500","","3c577c2aff6c68a343920bfbfe89fc871370b7d022b4f8b9b950b9a3f4d87a69","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"scripts/ENVIRONMENT.md","added","","2855","","0a7999bb7cc967fd751f98be1c3fc2de06d024f5fcf1f7451a8412e5894eab80","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"scripts/restore_complete_evidence.py","added","","4257","","097e66a384013486da7b53dfcea58aa4576d9d9ddd61480abe6ae31a5c63ed61","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"scripts/restore_environment.R","added","","4666","","04d2a1f9458fbdcc88b2d2ee0d5d6a4d0eb9704e79b8c66f79e167e7dd943325","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"scripts/test_environment.R","added","","2406","","3a239e76f88f8cb2c1ceea250f70790591a7335ab237e4eb629ea12481254102","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"scripts/upload_release_asset.ps1","added","","4206","","53a7984225ea532962f70f1ebbe07b529ddf3c05f7b123d134850dcf05dadc43","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"src/audit_run.R","content_changed","1083","402","8f7b218861bfbe1c40d9b7f12cdf42f864ce058175f7392483d4050f02fbfd1a","641ace08e8b5be25f81502e4e28bc6d9856461cc1cc231146b4bcf20c9988f4c","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"src/plot_species_predictions.R","content_changed","476","331","7df538fa5ffe28f4c2ff9e269c910cb9f283edd8fcce3997e749126a8bc64a6f","587f6b47df19e1b58e9cbe19a5aaeddb9fe84d52158bc7c2dfcf400fb2ca3813","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"src/postprocess_results.R","content_changed","1398","389","c57591753643e0f0747cb1c1d6551975807d89117494f440189da920cd7007bd","30ff4ef0ec6cca355c1aaf984fb52e21623f19c92961f887a6496e2c1a835b5c","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"src/v3_pipeline.R","content_changed","16236","887","56fb3fbe06dec027be45f9fe246e8d7bf98e3581e5af352c2bd88a5222edceb9","fefde2a9652a985c537f5e8d268009ba51e51acad6c31bcb255043280c24c17c","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"src/write_reports.R","content_changed","1390","239","50ce0e805a21557812dcd4f1d3df062f2a09d85d335745bbb57c8bd40d396722","e78395b5c9202f7db1cf5c2566f6d4e48af138e1496c4dd36c02aca64a0f8560","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"stan/joint_bb.stan","unchanged_bytes","3033","3033","ed5cf0761285718fec900cbb8a4d219621d53b960753e333d98b0b761eb05964","ed5cf0761285718fec900cbb8a4d219621d53b960753e333d98b0b761eb05964","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"tests/check_external.R","content_changed","1151","976","c56c9b6f85deb6622d19c466e4b63855bb3a3beea232c9f1ffb0f480e59d705b","72d356b09c460c241b8d1e4dbaf8c3ef815646ae0374b71a90afdb8756bc7e81","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"tests/check_prepared.R","content_changed","1029","610","77abbfb90e85b97e99725f12757d03ff1b5ea887aefd2e85f17065ae5de060a7","3121f19d3359181994ecb99fe7919e76290e67a3325defb886587668b47e4e03","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"tests/check_smoke_scores.R","content_changed","1153","1721","d59278dadf69b72f970b30b44b8c564da250bfda652987e0e42ec4373f12b233","0fc5870aa1ee89e239ffa7c71688945cd60cf317473842222f971e81dd413817","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"tests/parse_all.R","content_changed","410","442","44e3e20515a31476c6fcc7a7e3c7249c3cc9420dde01ac567223d8caa6a69ac7","b9ca19b069d38249a3aa514cdba27910c3ff1900106cb56b81619f16304bf129","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"tests/print_versions.R","unchanged_bytes","245","245","2cf977bba767b6a336b742864b00d0dffdb156536a5153c67706cfc1145bb179","2cf977bba767b6a336b742864b00d0dffdb156536a5153c67706cfc1145bb179","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"tests/run_tests.R","content_changed","325","441","51f0285d433fa2443033a6341920f686f4fef2cbd1ba592fd212ad1d16247635","4939b37a515c38cec67cfe23637aede082cb501a70b4190d38bcb056ebbcacf3","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"tests/save_validation_snapshots.R","added","","1574","","a78257046973f7e21aee165e3e66302cb56a771647f2e2ee1fc9c18668f8fd40","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"tests/test_artifact_guards.R","added","","3471","","1f8f0f652c5b9e87f2b8e87821e94c2c8cd993a98549588d209f3e96e77abaa8","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"tests/test_contracts.R","content_changed","6213","10855","cc835520ba684d90c62b558b2073f4b86a66fab09962acb9586a6bb5d30d17e3","6a60c0d19fff2a46deb55f315eb67f7bf66d7be26e0b1e52760b136ac23388e6","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"tests/test_integration.R","added","","4828","","8b2bce823041a9435107e1bb9e33300b313791616cb0718cec0011d1e0c2b36d","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"tests/test_orchestration.R","added","","3673","","bcd5ab69dfc1deeca266d1e6608539db000fcbc7b1641843fe29042be29d54e0","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"tests/test_release_regressions.R","added","","1178","","84b6a5a952a9d5d7de0fb3fb27f2f74d8ea4b65c6987a371a5eb6289d099a874","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"tests/test_scientific_contracts.R","added","","3349","","aae3dd03d118a89585b1c8a3144f1b8a49ec1680b1e7367eb8533f82d2515816","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"tests/test_visual_report.R","added","","2915","","dea29440b0747fcb4f0307134436f9053d7d8babb27b8f027eb21c4f1cdfaa34","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
"tests/test_weighted_posterior.R","added","","2641","","3a0875ac01c4416623711d20939fedc9b481a50cf80bce0f0fdc07117d106812","CHANGE_DETAILS_zh.md C01-C47; complete Git patch"
