"Test","Kind","ExpectedError","Rejected","Pass","Message"
"prediction_species_equal_exact_-0.2","joint_range",TRUE,FALSE,FALSE,"accepted"
"prediction_species_equal_exact_1.2","joint_range",TRUE,FALSE,FALSE,"accepted"
"prediction_species_equal_exact_-2.22044604925031e-16","joint_range",TRUE,FALSE,FALSE,"accepted"
"prediction_species_equal_exact_1","joint_range",TRUE,FALSE,FALSE,"accepted"
"prediction_species_equal_exact_NA","joint_range",TRUE,TRUE,TRUE,"Nonfinite joint point inputs; records: r2"
"prediction_species_equal_exact_NaN","joint_range",TRUE,TRUE,TRUE,"Nonfinite joint point inputs; records: r2"
"prediction_species_equal_exact_Inf","joint_range",TRUE,TRUE,TRUE,"Nonfinite joint point inputs; records: r2"
"prediction_species_equal_exact_-Inf","joint_range",TRUE,TRUE,TRUE,"Nonfinite joint point inputs; records: r2"
"prediction_species_equal_interval_-0.2","joint_range",TRUE,FALSE,FALSE,"accepted"
"prediction_species_equal_interval_1.2","joint_range",TRUE,FALSE,FALSE,"accepted"
"prediction_species_equal_interval_-2.22044604925031e-16","joint_range",TRUE,FALSE,FALSE,"accepted"
"prediction_species_equal_interval_1","joint_range",TRUE,FALSE,FALSE,"accepted"
"prediction_species_equal_interval_NA","joint_range",TRUE,TRUE,TRUE,"Nonfinite joint point inputs; records: r4"
"prediction_species_equal_interval_NaN","joint_range",TRUE,TRUE,TRUE,"Nonfinite joint point inputs; records: r4"
"prediction_species_equal_interval_Inf","joint_range",TRUE,TRUE,TRUE,"Nonfinite joint point inputs; records: r4"
"prediction_species_equal_interval_-Inf","joint_range",TRUE,TRUE,TRUE,"Nonfinite joint point inputs; records: r4"
"observation_species_equal_count_-0.2","joint_range",TRUE,FALSE,FALSE,"accepted"
"observation_species_equal_count_1.2","joint_range",TRUE,FALSE,FALSE,"accepted"
"observation_species_equal_count_-2.22044604925031e-16","joint_range",TRUE,FALSE,FALSE,"accepted"
"observation_species_equal_count_1","joint_range",TRUE,FALSE,FALSE,"accepted"
"observation_species_equal_count_NA","joint_range",TRUE,TRUE,TRUE,"Nonfinite joint point inputs; records: r1"
"observation_species_equal_count_NaN","joint_range",TRUE,TRUE,TRUE,"Nonfinite joint point inputs; records: r1"
"observation_species_equal_count_Inf","joint_range",TRUE,TRUE,TRUE,"Nonfinite joint point inputs; records: r1"
"observation_species_equal_count_-Inf","joint_range",TRUE,TRUE,TRUE,"Nonfinite joint point inputs; records: r1"
"observation_species_equal_exact_-0.2","joint_range",TRUE,FALSE,FALSE,"accepted"
"observation_species_equal_exact_1.2","joint_range",TRUE,FALSE,FALSE,"accepted"
"observation_species_equal_exact_-2.22044604925031e-16","joint_range",TRUE,FALSE,FALSE,"accepted"
"observation_species_equal_exact_1","joint_range",TRUE,FALSE,FALSE,"accepted"
"observation_species_equal_exact_NA","joint_range",TRUE,TRUE,TRUE,"Nonfinite joint point inputs; records: r2"
"observation_species_equal_exact_NaN","joint_range",TRUE,TRUE,TRUE,"Nonfinite joint point inputs; records: r2"
"observation_species_equal_exact_Inf","joint_range",TRUE,TRUE,TRUE,"Nonfinite joint point inputs; records: r2"
"observation_species_equal_exact_-Inf","joint_range",TRUE,TRUE,TRUE,"Nonfinite joint point inputs; records: r2"
"valid_prediction_boundary_species_equal_count_0","joint_range",FALSE,FALSE,TRUE,"accepted"
"valid_prediction_boundary_species_equal_count_1","joint_range",FALSE,FALSE,TRUE,"accepted"
"valid_prediction_boundary_species_equal_exact_0","joint_range",FALSE,FALSE,TRUE,"accepted"
"valid_prediction_boundary_species_equal_exact_1","joint_range",FALSE,FALSE,TRUE,"accepted"
"valid_prediction_boundary_species_equal_interval_0","joint_range",FALSE,FALSE,TRUE,"accepted"
"valid_prediction_boundary_species_equal_interval_1","joint_range",FALSE,FALSE,TRUE,"accepted"
"valid_observation_boundary_species_equal_count_0","joint_range",FALSE,FALSE,TRUE,"accepted"
"valid_observation_boundary_species_equal_count_1","joint_range",FALSE,FALSE,TRUE,"accepted"
"valid_observation_boundary_species_equal_exact_0","joint_range",FALSE,FALSE,TRUE,"accepted"
"valid_observation_boundary_species_equal_exact_1","joint_range",FALSE,FALSE,TRUE,"accepted"
"valid_interval_only_species_equal","joint_range",FALSE,FALSE,TRUE,"accepted"
"interval_observed_field_is_not_scored","joint_range",FALSE,FALSE,TRUE,"accepted"
"interval_only_missing_PredictedPoint","joint_range",TRUE,FALSE,FALSE,"accepted"
"interval_only_missing_ObservedPoint","joint_range",TRUE,FALSE,FALSE,"accepted"
"duplicate_joint_point_column","joint_range",TRUE,FALSE,FALSE,"accepted"
"incomplete_design_stops_before_fit_or_output","entrypoint_guard",TRUE,TRUE,FALSE,"SAMPLER_SENTINEL_CALLED fit_calls 1"
