"Species","RecordID","ExperimentID","SourceID","Type","ObservedHigh","ObservedPoint","PredictedPrHigh","PredictedPoint","PredictedPI_lower","PredictedPI_upper","PIWidth","IntervalCovered","IntervalOverlap","PIObservationModel","LogPredictiveDensityRaw","OriginalRow","ApplicabilityStatus","WarningCodes","AnyMissingInputSite","AnyMissingPredictorSite","UnseenEncodedCategory","UnseenRawResidue","CombinationSeenInTraining","FixedEffectEstimable","Site151OutsideTrainingDomain","Design","Fold","Route","Model","TrainWeighting","FitKey","RunPurpose"
"synthetic_05","SYN_5_7","SYNEXP_5_7","SYNTHETIC_UNEQUAL_V32","count",1,,0.497190605510294,,,,,,,"not_applicable",-0.698781814314328,29,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",1,"binary","Null","record_equal","e0e37823be5a93f0208dd5dfc4ef8b4643feb365f9405c81245a812cb29eb161","INTEGRATION_TEST_ONLY"
"synthetic_05","SYN_5_8","SYNEXP_5_8","SYNTHETIC_UNEQUAL_V32","exact",0,,0.497190605510294,,,,,,,"not_applicable",-0.687544118093526,30,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",1,"binary","Null","record_equal","e0e37823be5a93f0208dd5dfc4ef8b4643feb365f9405c81245a812cb29eb161","INTEGRATION_TEST_ONLY"
"synthetic_06","SYN_6_1","SYNEXP_6_1","SYNTHETIC_UNEQUAL_V32","count",0,,0.497190605510294,,,,,,,"not_applicable",-0.687544118093526,31,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",1,"binary","Null","record_equal","e0e37823be5a93f0208dd5dfc4ef8b4643feb365f9405c81245a812cb29eb161","INTEGRATION_TEST_ONLY"
"synthetic_06","SYN_6_2","SYNEXP_6_2","SYNTHETIC_UNEQUAL_V32","exact",1,,0.497190605510294,,,,,,,"not_applicable",-0.698781814314328,32,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",1,"binary","Null","record_equal","e0e37823be5a93f0208dd5dfc4ef8b4643feb365f9405c81245a812cb29eb161","INTEGRATION_TEST_ONLY"
"synthetic_06","SYN_6_4","SYNEXP_6_4","SYNTHETIC_UNEQUAL_V32","count",1,,0.497190605510294,,,,,,,"not_applicable",-0.698781814314328,34,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",1,"binary","Null","record_equal","e0e37823be5a93f0208dd5dfc4ef8b4643feb365f9405c81245a812cb29eb161","INTEGRATION_TEST_ONLY"
"synthetic_06","SYN_6_5","SYNEXP_6_5","SYNTHETIC_UNEQUAL_V32","exact",0,,0.497190605510294,,,,,,,"not_applicable",-0.687544118093526,35,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",1,"binary","Null","record_equal","e0e37823be5a93f0208dd5dfc4ef8b4643feb365f9405c81245a812cb29eb161","INTEGRATION_TEST_ONLY"
"synthetic_06","SYN_6_7","SYNEXP_6_7","SYNTHETIC_UNEQUAL_V32","count",0,,0.497190605510294,,,,,,,"not_applicable",-0.687544118093526,37,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",1,"binary","Null","record_equal","e0e37823be5a93f0208dd5dfc4ef8b4643feb365f9405c81245a812cb29eb161","INTEGRATION_TEST_ONLY"
"synthetic_06","SYN_6_8","SYNEXP_6_8","SYNTHETIC_UNEQUAL_V32","exact",1,,0.497190605510294,,,,,,,"not_applicable",-0.698781814314328,38,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",1,"binary","Null","record_equal","e0e37823be5a93f0208dd5dfc4ef8b4643feb365f9405c81245a812cb29eb161","INTEGRATION_TEST_ONLY"
"synthetic_07","SYN_7_1","SYNEXP_7_1","SYNTHETIC_UNEQUAL_V32","count",1,,0.466797431262345,,,,,,,"not_applicable",-0.761859881450461,40,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_07","SYN_7_2","SYNEXP_7_2","SYNTHETIC_UNEQUAL_V32","exact",0,,0.466797431262345,,,,,,,"not_applicable",-0.628853873101689,41,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_07","SYN_7_4","SYNEXP_7_4","SYNTHETIC_UNEQUAL_V32","count",0,,0.466797431262345,,,,,,,"not_applicable",-0.628853873101689,43,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_07","SYN_7_5","SYNEXP_7_5","SYNTHETIC_UNEQUAL_V32","exact",1,,0.466797431262345,,,,,,,"not_applicable",-0.761859881450461,44,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_07","SYN_7_7","SYNEXP_7_7","SYNTHETIC_UNEQUAL_V32","count",1,,0.466797431262345,,,,,,,"not_applicable",-0.761859881450461,46,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_07","SYN_7_8","SYNEXP_7_8","SYNTHETIC_UNEQUAL_V32","exact",0,,0.466797431262345,,,,,,,"not_applicable",-0.628853873101689,47,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_07","SYN_7_10","SYNEXP_7_10","SYNTHETIC_UNEQUAL_V32","count",0,,0.466797431262345,,,,,,,"not_applicable",-0.628853873101689,49,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_08","SYN_8_1","SYNEXP_8_1","SYNTHETIC_UNEQUAL_V32","count",0,,0.466797431262345,,,,,,,"not_applicable",-0.628853873101689,50,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_08","SYN_8_2","SYNEXP_8_2","SYNTHETIC_UNEQUAL_V32","exact",1,,0.466797431262345,,,,,,,"not_applicable",-0.761859881450461,51,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_08","SYN_8_4","SYNEXP_8_4","SYNTHETIC_UNEQUAL_V32","count",1,,0.466797431262345,,,,,,,"not_applicable",-0.761859881450461,53,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_08","SYN_8_5","SYNEXP_8_5","SYNTHETIC_UNEQUAL_V32","exact",0,,0.466797431262345,,,,,,,"not_applicable",-0.628853873101689,54,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_08","SYN_8_7","SYNEXP_8_7","SYNTHETIC_UNEQUAL_V32","count",0,,0.466797431262345,,,,,,,"not_applicable",-0.628853873101689,56,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_08","SYN_8_8","SYNEXP_8_8","SYNTHETIC_UNEQUAL_V32","exact",1,,0.466797431262345,,,,,,,"not_applicable",-0.761859881450461,57,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_08","SYN_8_10","SYNEXP_8_10","SYNTHETIC_UNEQUAL_V32","count",1,,0.466797431262345,,,,,,,"not_applicable",-0.761859881450461,59,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_08","SYN_8_11","SYNEXP_8_11","SYNTHETIC_UNEQUAL_V32","exact",0,,0.466797431262345,,,,,,,"not_applicable",-0.628853873101689,60,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_09","SYN_9_1","SYNEXP_9_1","SYNTHETIC_UNEQUAL_V32","count",1,,0.466797431262345,,,,,,,"not_applicable",-0.761859881450461,61,"unlabelled_projection","",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_09","SYN_9_2","SYNEXP_9_2","SYNTHETIC_UNEQUAL_V32","exact",0,,0.466797431262345,,,,,,,"not_applicable",-0.628853873101689,62,"unlabelled_projection","",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_09","SYN_9_4","SYNEXP_9_4","SYNTHETIC_UNEQUAL_V32","count",0,,0.466797431262345,,,,,,,"not_applicable",-0.628853873101689,64,"unlabelled_projection","",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_09","SYN_9_5","SYNEXP_9_5","SYNTHETIC_UNEQUAL_V32","exact",1,,0.466797431262345,,,,,,,"not_applicable",-0.761859881450461,65,"unlabelled_projection","",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_09","SYN_9_7","SYNEXP_9_7","SYNTHETIC_UNEQUAL_V32","count",1,,0.466797431262345,,,,,,,"not_applicable",-0.761859881450461,67,"unlabelled_projection","",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_09","SYN_9_8","SYNEXP_9_8","SYNTHETIC_UNEQUAL_V32","exact",0,,0.466797431262345,,,,,,,"not_applicable",-0.628853873101689,68,"unlabelled_projection","",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_09","SYN_9_10","SYNEXP_9_10","SYNTHETIC_UNEQUAL_V32","count",0,,0.466797431262345,,,,,,,"not_applicable",-0.628853873101689,70,"unlabelled_projection","",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_09","SYN_9_11","SYNEXP_9_11","SYNTHETIC_UNEQUAL_V32","exact",1,,0.466797431262345,,,,,,,"not_applicable",-0.761859881450461,71,"unlabelled_projection","",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_10","SYN_10_1","SYNEXP_10_1","SYNTHETIC_UNEQUAL_V32","count",0,,0.466797431262345,,,,,,,"not_applicable",-0.628853873101689,73,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_10","SYN_10_2","SYNEXP_10_2","SYNTHETIC_UNEQUAL_V32","exact",1,,0.466797431262345,,,,,,,"not_applicable",-0.761859881450461,74,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_10","SYN_10_4","SYNEXP_10_4","SYNTHETIC_UNEQUAL_V32","count",1,,0.466797431262345,,,,,,,"not_applicable",-0.761859881450461,76,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_10","SYN_10_5","SYNEXP_10_5","SYNTHETIC_UNEQUAL_V32","exact",0,,0.466797431262345,,,,,,,"not_applicable",-0.628853873101689,77,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_10","SYN_10_7","SYNEXP_10_7","SYNTHETIC_UNEQUAL_V32","count",0,,0.466797431262345,,,,,,,"not_applicable",-0.628853873101689,79,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_10","SYN_10_8","SYNEXP_10_8","SYNTHETIC_UNEQUAL_V32","exact",1,,0.466797431262345,,,,,,,"not_applicable",-0.761859881450461,80,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_10","SYN_10_10","SYNEXP_10_10","SYNTHETIC_UNEQUAL_V32","count",1,,0.466797431262345,,,,,,,"not_applicable",-0.761859881450461,82,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_10","SYN_10_11","SYNEXP_10_11","SYNTHETIC_UNEQUAL_V32","exact",0,,0.466797431262345,,,,,,,"not_applicable",-0.628853873101689,83,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_10","SYN_10_13","SYNEXP_10_13","SYNTHETIC_UNEQUAL_V32","count",0,,0.466797431262345,,,,,,,"not_applicable",-0.628853873101689,85,"unlabelled_projection","",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_11","SYN_11_1","SYNEXP_11_1","SYNTHETIC_UNEQUAL_V32","count",1,,0.466797431262345,,,,,,,"not_applicable",-0.761859881450461,86,"unlabelled_projection","",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_11","SYN_11_2","SYNEXP_11_2","SYNTHETIC_UNEQUAL_V32","exact",0,,0.466797431262345,,,,,,,"not_applicable",-0.628853873101689,87,"unlabelled_projection","",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_11","SYN_11_4","SYNEXP_11_4","SYNTHETIC_UNEQUAL_V32","count",0,,0.466797431262345,,,,,,,"not_applicable",-0.628853873101689,89,"unlabelled_projection","",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_11","SYN_11_5","SYNEXP_11_5","SYNTHETIC_UNEQUAL_V32","exact",1,,0.466797431262345,,,,,,,"not_applicable",-0.761859881450461,90,"unlabelled_projection","",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
"synthetic_11","SYN_11_7","SYNEXP_11_7","SYNTHETIC_UNEQUAL_V32","count",1,,0.466797431262345,,,,,,,"not_applicable",-0.761859881450461,92,"unlabelled_projection","",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"integration",2,"binary","Null","record_equal","cf33deb55e2cb4c8b7434722641299f770cfa60facb701434645401766276895","INTEGRATION_TEST_ONLY"
