"id","a","b","lo","hi","Group"
"grid_19","50","1","0.001","0.01","inherited_266"
"grid_20","200","1","0.001","0.01","inherited_266"
"grid_21","1000","1","0.001","0.01","inherited_266"
"grid_22","0.050000000000000003","5","0.001","0.01","inherited_266"
"grid_23","0.20000000000000001","5","0.001","0.01","inherited_266"
"grid_24","1","5","0.001","0.01","inherited_266"
"grid_25","5","5","0.001","0.01","inherited_266"
"grid_26","50","5","0.001","0.01","inherited_266"
"grid_27","200","5","0.001","0.01","inherited_266"
"grid_28","1000","5","0.001","0.01","inherited_266"
"grid_29","0.050000000000000003","50","0.001","0.01","inherited_266"
"grid_30","0.20000000000000001","50","0.001","0.01","inherited_266"
"grid_31","1","50","0.001","0.01","inherited_266"
"grid_32","5","50","0.001","0.01","inherited_266"
"grid_33","50","50","0.001","0.01","inherited_266"
"grid_34","200","50","0.001","0.01","inherited_266"
"grid_35","1000","50","0.001","0.01","inherited_266"
"grid_36","0.050000000000000003","200","0.001","0.01","inherited_266"
"grid_37","0.20000000000000001","200","0.001","0.01","inherited_266"
"grid_38","1","200","0.001","0.01","inherited_266"
"grid_39","5","200","0.001","0.01","inherited_266"
"grid_40","50","200","0.001","0.01","inherited_266"
"grid_41","200","200","0.001","0.01","inherited_266"
"grid_42","1000","200","0.001","0.01","inherited_266"
"grid_43","0.050000000000000003","1000","0.001","0.01","inherited_266"
"grid_44","0.20000000000000001","1000","0.001","0.01","inherited_266"
"grid_45","1","1000","0.001","0.01","inherited_266"
"grid_46","5","1000","0.001","0.01","inherited_266"
"grid_47","50","1000","0.001","0.01","inherited_266"
"grid_48","200","1000","0.001","0.01","inherited_266"
"grid_49","1000","1000","0.001","0.01","inherited_266"
"grid_50","0.050000000000000003","0.050000000000000003","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_51","0.20000000000000001","0.050000000000000003","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_52","1","0.050000000000000003","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_53","5","0.050000000000000003","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_54","50","0.050000000000000003","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_55","200","0.050000000000000003","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_56","1000","0.050000000000000003","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_57","0.050000000000000003","0.20000000000000001","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_58","0.20000000000000001","0.20000000000000001","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_59","1","0.20000000000000001","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_60","5","0.20000000000000001","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_61","50","0.20000000000000001","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_62","200","0.20000000000000001","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_63","1000","0.20000000000000001","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_64","0.050000000000000003","1","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_65","0.20000000000000001","1","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_66","1","1","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_67","5","1","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_68","50","1","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_69","200","1","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_70","1000","1","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_71","0.050000000000000003","5","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_72","0.20000000000000001","5","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_73","1","5","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_74","5","5","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_75","50","5","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_76","200","5","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_77","1000","5","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_78","0.050000000000000003","50","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_79","0.20000000000000001","50","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_80","1","50","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_81","5","50","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_82","50","50","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_83","200","50","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_84","1000","50","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_85","0.050000000000000003","200","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_86","0.20000000000000001","200","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_87","1","200","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_88","5","200","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_89","50","200","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_90","200","200","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_91","1000","200","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_92","0.050000000000000003","1000","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_93","0.20000000000000001","1000","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_94","1","1000","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_95","5","1000","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_96","50","1000","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_97","200","1000","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_98","1000","1000","0.050000000000000003","0.14999999999999999","inherited_266"
"grid_99","0.050000000000000003","0.050000000000000003","0.40000000000000002","0.5","inherited_266"
"grid_100","0.20000000000000001","0.050000000000000003","0.40000000000000002","0.5","inherited_266"
"grid_101","1","0.050000000000000003","0.40000000000000002","0.5","inherited_266"
"grid_102","5","0.050000000000000003","0.40000000000000002","0.5","inherited_266"
"grid_103","50","0.050000000000000003","0.40000000000000002","0.5","inherited_266"
"grid_104","200","0.050000000000000003","0.40000000000000002","0.5","inherited_266"
"grid_105","1000","0.050000000000000003","0.40000000000000002","0.5","inherited_266"
"grid_106","0.050000000000000003","0.20000000000000001","0.40000000000000002","0.5","inherited_266"
"grid_107","0.20000000000000001","0.20000000000000001","0.40000000000000002","0.5","inherited_266"
"grid_108","1","0.20000000000000001","0.40000000000000002","0.5","inherited_266"
"grid_109","5","0.20000000000000001","0.40000000000000002","0.5","inherited_266"
"grid_110","50","0.20000000000000001","0.40000000000000002","0.5","inherited_266"
"grid_111","200","0.20000000000000001","0.40000000000000002","0.5","inherited_266"
"grid_112","1000","0.20000000000000001","0.40000000000000002","0.5","inherited_266"
"grid_113","0.050000000000000003","1","0.40000000000000002","0.5","inherited_266"
"grid_114","0.20000000000000001","1","0.40000000000000002","0.5","inherited_266"
"grid_115","1","1","0.40000000000000002","0.5","inherited_266"
"grid_116","5","1","0.40000000000000002","0.5","inherited_266"
"grid_117","50","1","0.40000000000000002","0.5","inherited_266"
"grid_118","200","1","0.40000000000000002","0.5","inherited_266"
"grid_119","1000","1","0.40000000000000002","0.5","inherited_266"
"grid_120","0.050000000000000003","5","0.40000000000000002","0.5","inherited_266"
"grid_121","0.20000000000000001","5","0.40000000000000002","0.5","inherited_266"
"grid_122","1","5","0.40000000000000002","0.5","inherited_266"
"grid_123","5","5","0.40000000000000002","0.5","inherited_266"
"grid_124","50","5","0.40000000000000002","0.5","inherited_266"
"grid_125","200","5","0.40000000000000002","0.5","inherited_266"
"grid_126","1000","5","0.40000000000000002","0.5","inherited_266"
"grid_127","0.050000000000000003","50","0.40000000000000002","0.5","inherited_266"
"grid_128","0.20000000000000001","50","0.40000000000000002","0.5","inherited_266"
"grid_129","1","50","0.40000000000000002","0.5","inherited_266"
"grid_130","5","50","0.40000000000000002","0.5","inherited_266"
"grid_131","50","50","0.40000000000000002","0.5","inherited_266"
"grid_132","200","50","0.40000000000000002","0.5","inherited_266"
"grid_133","1000","50","0.40000000000000002","0.5","inherited_266"
"grid_134","0.050000000000000003","200","0.40000000000000002","0.5","inherited_266"
"grid_135","0.20000000000000001","200","0.40000000000000002","0.5","inherited_266"
"grid_136","1","200","0.40000000000000002","0.5","inherited_266"
"grid_137","5","200","0.40000000000000002","0.5","inherited_266"
"grid_138","50","200","0.40000000000000002","0.5","inherited_266"
"grid_139","200","200","0.40000000000000002","0.5","inherited_266"
"grid_140","1000","200","0.40000000000000002","0.5","inherited_266"
"grid_141","0.050000000000000003","1000","0.40000000000000002","0.5","inherited_266"
"grid_142","0.20000000000000001","1000","0.40000000000000002","0.5","inherited_266"
"grid_143","1","1000","0.40000000000000002","0.5","inherited_266"
"grid_144","5","1000","0.40000000000000002","0.5","inherited_266"
"grid_145","50","1000","0.40000000000000002","0.5","inherited_266"
"grid_146","200","1000","0.40000000000000002","0.5","inherited_266"
"grid_147","1000","1000","0.40000000000000002","0.5","inherited_266"
"grid_148","0.050000000000000003","0.050000000000000003","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_149","0.20000000000000001","0.050000000000000003","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_150","1","0.050000000000000003","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_151","5","0.050000000000000003","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_152","50","0.050000000000000003","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_153","200","0.050000000000000003","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_154","1000","0.050000000000000003","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_155","0.050000000000000003","0.20000000000000001","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_156","0.20000000000000001","0.20000000000000001","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_157","1","0.20000000000000001","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_158","5","0.20000000000000001","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_159","50","0.20000000000000001","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_160","200","0.20000000000000001","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_161","1000","0.20000000000000001","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_162","0.050000000000000003","1","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_163","0.20000000000000001","1","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_164","1","1","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_165","5","1","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_166","50","1","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_167","200","1","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_168","1000","1","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_169","0.050000000000000003","5","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_170","0.20000000000000001","5","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_171","1","5","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_172","5","5","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_173","50","5","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_174","200","5","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_175","1000","5","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_176","0.050000000000000003","50","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_177","0.20000000000000001","50","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_178","1","50","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_179","5","50","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_180","50","50","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_181","200","50","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_182","1000","50","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_183","0.050000000000000003","200","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_184","0.20000000000000001","200","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_185","1","200","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_186","5","200","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_187","50","200","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_188","200","200","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_189","1000","200","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_190","0.050000000000000003","1000","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_191","0.20000000000000001","1000","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_192","1","1000","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_193","5","1000","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_194","50","1000","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_195","200","1000","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_196","1000","1000","0.69999999999999996","0.90000000000000002","inherited_266"
"grid_197","0.050000000000000003","0.050000000000000003","0.94999999999999996","0.999","inherited_266"
"grid_198","0.20000000000000001","0.050000000000000003","0.94999999999999996","0.999","inherited_266"
"grid_199","1","0.050000000000000003","0.94999999999999996","0.999","inherited_266"
"grid_200","5","0.050000000000000003","0.94999999999999996","0.999","inherited_266"
"grid_201","50","0.050000000000000003","0.94999999999999996","0.999","inherited_266"
"grid_202","200","0.050000000000000003","0.94999999999999996","0.999","inherited_266"
"grid_203","1000","0.050000000000000003","0.94999999999999996","0.999","inherited_266"
"grid_204","0.050000000000000003","0.20000000000000001","0.94999999999999996","0.999","inherited_266"
"grid_205","0.20000000000000001","0.20000000000000001","0.94999999999999996","0.999","inherited_266"
"grid_206","1","0.20000000000000001","0.94999999999999996","0.999","inherited_266"
"grid_207","5","0.20000000000000001","0.94999999999999996","0.999","inherited_266"
"grid_208","50","0.20000000000000001","0.94999999999999996","0.999","inherited_266"
"grid_209","200","0.20000000000000001","0.94999999999999996","0.999","inherited_266"
"grid_210","1000","0.20000000000000001","0.94999999999999996","0.999","inherited_266"
"grid_211","0.050000000000000003","1","0.94999999999999996","0.999","inherited_266"
"grid_212","0.20000000000000001","1","0.94999999999999996","0.999","inherited_266"
"grid_213","1","1","0.94999999999999996","0.999","inherited_266"
"grid_214","5","1","0.94999999999999996","0.999","inherited_266"
"grid_215","50","1","0.94999999999999996","0.999","inherited_266"
"grid_216","200","1","0.94999999999999996","0.999","inherited_266"
"grid_217","1000","1","0.94999999999999996","0.999","inherited_266"
"grid_218","0.050000000000000003","5","0.94999999999999996","0.999","inherited_266"
"grid_219","0.20000000000000001","5","0.94999999999999996","0.999","inherited_266"
"grid_220","1","5","0.94999999999999996","0.999","inherited_266"
"grid_221","5","5","0.94999999999999996","0.999","inherited_266"
"grid_222","50","5","0.94999999999999996","0.999","inherited_266"
"grid_223","200","5","0.94999999999999996","0.999","inherited_266"
"grid_224","1000","5","0.94999999999999996","0.999","inherited_266"
"grid_225","0.050000000000000003","50","0.94999999999999996","0.999","inherited_266"
"grid_226","0.20000000000000001","50","0.94999999999999996","0.999","inherited_266"
"grid_227","1","50","0.94999999999999996","0.999","inherited_266"
"grid_228","5","50","0.94999999999999996","0.999","inherited_266"
"grid_229","50","50","0.94999999999999996","0.999","inherited_266"
"grid_230","200","50","0.94999999999999996","0.999","inherited_266"
"grid_231","1000","50","0.94999999999999996","0.999","inherited_266"
"grid_232","0.050000000000000003","200","0.94999999999999996","0.999","inherited_266"
"grid_233","0.20000000000000001","200","0.94999999999999996","0.999","inherited_266"
"grid_234","1","200","0.94999999999999996","0.999","inherited_266"
"grid_235","5","200","0.94999999999999996","0.999","inherited_266"
"grid_236","50","200","0.94999999999999996","0.999","inherited_266"
"grid_237","200","200","0.94999999999999996","0.999","inherited_266"
"grid_238","1000","200","0.94999999999999996","0.999","inherited_266"
"grid_239","0.050000000000000003","1000","0.94999999999999996","0.999","inherited_266"
"grid_240","0.20000000000000001","1000","0.94999999999999996","0.999","inherited_266"
"grid_241","1","1000","0.94999999999999996","0.999","inherited_266"
"grid_242","5","1000","0.94999999999999996","0.999","inherited_266"
"grid_243","50","1000","0.94999999999999996","0.999","inherited_266"
"grid_244","200","1000","0.94999999999999996","0.999","inherited_266"
"grid_245","1000","1000","0.94999999999999996","0.999","inherited_266"
"tiny_u_shape","1e-08","1e-08","0.10000000000000001","0.90000000000000002","inherited_266"
"tiny_left_shape","9.9999999999999995e-08","0.20000000000000001","0.29999999999999999","0.40000000000000002","inherited_266"
"tiny_right_shape","0.20000000000000001","9.9999999999999995e-08","0.40000000000000002","0.5","inherited_266"
"inherited_switch_1","2.5","7.5","0.29999999999999999","0.30000296999999998","inherited_switch_24"
"inherited_switch_2","2.5","7.5","0.29999999999999999","0.30000303","inherited_switch_24"
"inherited_switch_3","2.5","7.5","0.29999999999999999","0.30000299969999999","inherited_switch_24"
"inherited_switch_4","2.5","7.5","0.29999999999999999","0.30000300029999999","inherited_switch_24"
"inherited_switch_5","2.5","7.5","0.29999999999999999","0.30000299999699997","inherited_switch_24"
"inherited_switch_6","2.5","7.5","0.29999999999999999","0.30000300000300001","inherited_switch_24"
"inherited_switch_7","1","1","0.29999999999999999","0.30000296999999998","inherited_switch_24"
"inherited_switch_8","1","1","0.29999999999999999","0.30000303","inherited_switch_24"
"inherited_switch_9","1","1","0.29999999999999999","0.30000299969999999","inherited_switch_24"
"inherited_switch_10","1","1","0.29999999999999999","0.30000300029999999","inherited_switch_24"
"inherited_switch_11","1","1","0.29999999999999999","0.30000299999699997","inherited_switch_24"
"inherited_switch_12","1","1","0.29999999999999999","0.30000300000300001","inherited_switch_24"
"inherited_switch_13","3.5708684811968198e-05","3.5708684811968198e-05","0.20000000000000001","0.80000000000000004","inherited_switch_24"
"inherited_switch_14","3.6430072383927203e-05","3.6430072383927203e-05","0.20000000000000001","0.80000000000000004","inherited_switch_24"
"inherited_switch_15","3.60657716600879e-05","3.60657716600879e-05","0.20000000000000001","0.80000000000000004","inherited_switch_24"
"inherited_switch_16","3.60729855358075e-05","3.60729855358075e-05","0.20000000000000001","0.80000000000000004","inherited_switch_24"
"inherited_switch_17","1.7854094573256499e-05","3.5708189146512998e-05","0.20000000000000001","0.80000000000000004","inherited_switch_24"
"inherited_switch_18","1.8214783352514198e-05","3.6429566705028498e-05","0.20000000000000001","0.80000000000000004","inherited_switch_24"
"inherited_switch_19","1.8032635518989101e-05","3.6065271037978202e-05","0.20000000000000001","0.80000000000000004","inherited_switch_24"
"inherited_switch_20","1.8036242406781701e-05","3.6072484813563301e-05","0.20000000000000001","0.80000000000000004","inherited_switch_24"
"inherited_switch_21","3.6063771102474901e-08","3.6063771102474901e-08","0.20000000000000001","0.80000000000000004","inherited_switch_24"
"inherited_switch_22","3.6070984578042899e-08","3.6070984578042899e-08","0.20000000000000001","0.80000000000000004","inherited_switch_24"
"inherited_switch_23","1.8031885411129899e-08","3.6063770822259798e-08","0.20000000000000001","0.80000000000000004","inherited_switch_24"
"inherited_switch_24","1.80354921488859e-08","3.60709842977718e-08","0.20000000000000001","0.80000000000000004","inherited_switch_24"
"review_counterexample","1e-08","1e-08","0.40000000000000002","0.5","new_counterexamples"
"tiny_shape_1e12","9.9999999999999998e-13","9.9999999999999998e-13","0.40000000000000002","0.5","new_counterexamples"
"tiny_shape_1e6","9.9999999999999995e-07","1.9999999999999999e-06","0.20000000000000001","0.80000000000000004","new_counterexamples"
"tiny_shape_asymmetric","1.0000000000000001e-09","2.9999999999999997e-08","0.29999999999999999","0.59999999999999998","new_counterexamples"
"audit_gap_1_0.01_-1","3.5708684811888563e-05","3.5708684811888563e-05","0.20000000000000001","0.80000000000000004","audit_gap_switch"
"audit_gap_1_0.01_1","3.6430072383845915e-05","3.6430072383845915e-05","0.20000000000000001","0.80000000000000004","audit_gap_switch"
"audit_gap_1_1e-04_-1","3.6065771660007453e-05","3.6065771660007453e-05","0.20000000000000001","0.80000000000000004","audit_gap_switch"
"audit_gap_1_1e-04_1","3.6072985535727025e-05","3.6072985535727025e-05","0.20000000000000001","0.80000000000000004","audit_gap_switch"
"audit_gap_1_1e-06_-1","3.6069342528488642e-05","3.6069342528488642e-05","0.20000000000000001","0.80000000000000004","audit_gap_switch"
"audit_gap_1_1e-06_1","3.6069414667245836e-05","3.6069414667245836e-05","0.20000000000000001","0.80000000000000004","audit_gap_switch"
"audit_gap_2_0.01_-1","1.7854094573244593e-05","3.5708189146489186e-05","0.20000000000000001","0.80000000000000004","audit_gap_switch"
"audit_gap_2_0.01_1","1.8214783352502062e-05","3.6429566705004124e-05","0.20000000000000001","0.80000000000000004","audit_gap_switch"
"audit_gap_2_1e-04_-1","1.8032635518977039e-05","3.6065271037954078e-05","0.20000000000000001","0.80000000000000004","audit_gap_switch"
"audit_gap_2_1e-04_1","1.8036242406769616e-05","3.6072484813539232e-05","0.20000000000000001","0.80000000000000004","audit_gap_switch"
"audit_gap_2_1e-06_-1","1.8034420928434365e-05","3.6068841856868729e-05","0.20000000000000001","0.80000000000000004","audit_gap_switch"
"audit_gap_2_1e-06_1","1.8034456997312291e-05","3.6068913994624581e-05","0.20000000000000001","0.80000000000000004","audit_gap_switch"
"audit_shape_0.01_-1","9.9000000000000001e-06","0.20000000000000001","0.29999999999999999","0.40000000000000002","audit_shape_switch"
"audit_shape_0.01_1","1.0100000000000002e-05","0.20000000000000001","0.29999999999999999","0.40000000000000002","audit_shape_switch"
"audit_shape_1e-04_-1","9.9990000000000003e-06","0.20000000000000001","0.29999999999999999","0.40000000000000002","audit_shape_switch"
"audit_shape_1e-04_1","1.0001000000000001e-05","0.20000000000000001","0.29999999999999999","0.40000000000000002","audit_shape_switch"
"audit_shape_1e-06_-1","9.9999900000000001e-06","0.20000000000000001","0.29999999999999999","0.40000000000000002","audit_shape_switch"
"audit_shape_1e-06_1","1.000001e-05","0.20000000000000001","0.29999999999999999","0.40000000000000002","audit_shape_switch"
