"Design","Route","Model","TrainWeighting","EvalWeighting","FoldCount","RecordsUsed","SpeciesUsed","LogScoreRecordsUsed","LogScoreSpeciesUsed","PointSpeciesUsed","PISpeciesUsed","WeightSum","ELPD","MeanLogScore","AUC","PooledAUC","FoldMeanAUC","Brier","MAE","RMSE","Bias","PointRecords","PICoverage","MeanPIWidth","PIRecords","Aggregation"
"fivefold","binary","M3","species_equal","species_equal",5,70,11,70,11,0,0,70,-45.7203026391962,-0.653147180559945,0.5,0.5,0.5,0.255169552669553,,,,0,,,0,"full_design_records; AUC_is_unweighted_fold_mean_and_PooledAUC_is_record_evidence"
"fivefold","joint_bb","Null","record_equal","record_equal",5,114,12,114,12,11,11,114,-77.8787785838338,-0.683147180559945,,,,,0.247787569573284,0.289590861499547,-0.0990996701710988,70,1,1,70,"full_design_records"
"fivefold","joint_bb","Null","record_equal","species_equal",5,114,12,114,12,11,11,114,-77.8787785838338,-0.683147180559945,,,,,0.241267917788481,0.28269263953175,-0.0921766625229829,70,1,1,70,"full_design_records"
"fivefold","joint_bb","Null","species_equal","record_equal",5,114,12,114,12,11,11,114,-77.8787785838338,-0.683147180559945,,,,,0.247787569573284,0.289590861499547,-0.0990996701710988,70,1,1,70,"full_design_records"
"fivefold","joint_bb","Null","species_equal","species_equal",5,114,12,114,12,11,11,114,-77.8787785838338,-0.683147180559945,,,,,0.241267917788481,0.28269263953175,-0.0921766625229829,70,1,1,70,"full_design_records"
"fivefold","joint_bb","M1","record_equal","record_equal",5,114,12,114,12,11,11,114,-76.7387785838338,-0.673147180559945,,,,,0.249216141001855,0.276501175489255,-0.0490996701710988,70,1,1,70,"full_design_records"
"fivefold","joint_bb","M1","record_equal","species_equal",5,114,12,114,12,11,11,114,-76.7387785838338,-0.673147180559945,,,,,0.243937470458033,0.270550295126672,-0.0421766625229829,70,1,1,70,"full_design_records"
"fivefold","joint_bb","M1","species_equal","record_equal",5,114,12,114,12,11,11,114,-76.7387785838338,-0.673147180559945,,,,,0.249216141001855,0.276501175489255,-0.0490996701710988,70,1,1,70,"full_design_records"
"fivefold","joint_bb","M1","species_equal","species_equal",5,114,12,114,12,11,11,114,-76.7387785838338,-0.673147180559945,,,,,0.243937470458033,0.270550295126672,-0.0421766625229829,70,1,1,70,"full_design_records"
"fivefold","joint_bb","M2","record_equal","record_equal",5,114,12,114,12,11,11,114,-75.5987785838338,-0.663147180559945,,,,,0.250644712430427,0.272108311210499,0.000900329828901262,70,1,1,70,"full_design_records"
"fivefold","joint_bb","M2","record_equal","species_equal",5,114,12,114,12,11,11,114,-75.5987785838338,-0.663147180559945,,,,,0.246607023127586,0.267357057024555,0.00782333747701714,70,1,1,70,"full_design_records"
"fivefold","joint_bb","M2","species_equal","record_equal",5,114,12,114,12,11,11,114,-75.5987785838338,-0.663147180559945,,,,,0.250644712430427,0.272108311210499,0.000900329828901262,70,1,1,70,"full_design_records"
"fivefold","joint_bb","M2","species_equal","species_equal",5,114,12,114,12,11,11,114,-75.5987785838338,-0.663147180559945,,,,,0.246607023127586,0.267357057024555,0.00782333747701714,70,1,1,70,"full_design_records"
"fivefold","joint_bb","M3","record_equal","record_equal",5,114,12,114,12,11,11,114,-74.4587785838338,-0.653147180559945,,,,,0.252073283858998,0.276826599178475,0.0509003298289013,70,1,1,70,"full_design_records"
"fivefold","joint_bb","M3","record_equal","species_equal",5,114,12,114,12,11,11,114,-74.4587785838338,-0.653147180559945,,,,,0.249276575797139,0.273426644072104,0.0578233374770172,70,1,1,70,"full_design_records"
"fivefold","joint_bb","M3","species_equal","record_equal",5,114,12,114,12,11,11,114,-74.4587785838338,-0.653147180559945,,,,,0.252073283858998,0.276826599178475,0.0509003298289013,70,1,1,70,"full_design_records"
"fivefold","joint_bb","M3","species_equal","species_equal",5,114,12,114,12,11,11,114,-74.4587785838338,-0.653147180559945,,,,,0.249276575797139,0.273426644072104,0.0578233374770172,70,1,1,70,"full_design_records"
"tenfold","binary","Null","record_equal","record_equal",10,70,11,70,11,0,0,70,-47.8203026391962,-0.683147180559945,0.5,0.5,0.5,0.257142857142857,,,,0,,,0,"full_design_records; AUC_is_unweighted_fold_mean_and_PooledAUC_is_record_evidence"
"tenfold","binary","Null","record_equal","species_equal",10,70,11,70,11,0,0,70,-47.8203026391962,-0.683147180559945,0.5,0.5,0.5,0.254660894660895,,,,0,,,0,"full_design_records; AUC_is_unweighted_fold_mean_and_PooledAUC_is_record_evidence"
"tenfold","binary","Null","species_equal","record_equal",10,70,11,70,11,0,0,70,-47.8203026391962,-0.683147180559945,0.5,0.5,0.5,0.257142857142857,,,,0,,,0,"full_design_records; AUC_is_unweighted_fold_mean_and_PooledAUC_is_record_evidence"
"tenfold","binary","Null","species_equal","species_equal",10,70,11,70,11,0,0,70,-47.8203026391962,-0.683147180559945,0.5,0.5,0.5,0.254660894660895,,,,0,,,0,"full_design_records; AUC_is_unweighted_fold_mean_and_PooledAUC_is_record_evidence"
"tenfold","binary","M1","record_equal","record_equal",10,70,11,70,11,0,0,70,-47.1203026391962,-0.673147180559945,0.5,0.5,0.5,0.251071428571429,,,,0,,,0,"full_design_records; AUC_is_unweighted_fold_mean_and_PooledAUC_is_record_evidence"
"tenfold","binary","M1","record_equal","species_equal",10,70,11,70,11,0,0,70,-47.1203026391962,-0.673147180559945,0.5,0.5,0.5,0.249830447330447,,,,0,,,0,"full_design_records; AUC_is_unweighted_fold_mean_and_PooledAUC_is_record_evidence"
"tenfold","binary","M1","species_equal","record_equal",10,70,11,70,11,0,0,70,-47.1203026391962,-0.673147180559945,0.5,0.5,0.5,0.251071428571429,,,,0,,,0,"full_design_records; AUC_is_unweighted_fold_mean_and_PooledAUC_is_record_evidence"
"tenfold","binary","M1","species_equal","species_equal",10,70,11,70,11,0,0,70,-47.1203026391962,-0.673147180559945,0.5,0.5,0.5,0.249830447330447,,,,0,,,0,"full_design_records; AUC_is_unweighted_fold_mean_and_PooledAUC_is_record_evidence"
"tenfold","binary","M2","record_equal","record_equal",10,70,11,70,11,0,0,70,-46.4203026391962,-0.663147180559945,0.5,0.5,0.5,0.25,,,,0,,,0,"full_design_records; AUC_is_unweighted_fold_mean_and_PooledAUC_is_record_evidence"
"tenfold","binary","M2","record_equal","species_equal",10,70,11,70,11,0,0,70,-46.4203026391962,-0.663147180559945,0.5,0.5,0.5,0.25,,,,0,,,0,"full_design_records; AUC_is_unweighted_fold_mean_and_PooledAUC_is_record_evidence"
"tenfold","binary","M2","species_equal","record_equal",10,70,11,70,11,0,0,70,-46.4203026391962,-0.663147180559945,0.5,0.5,0.5,0.25,,,,0,,,0,"full_design_records; AUC_is_unweighted_fold_mean_and_PooledAUC_is_record_evidence"
"tenfold","binary","M2","species_equal","species_equal",10,70,11,70,11,0,0,70,-46.4203026391962,-0.663147180559945,0.5,0.5,0.5,0.25,,,,0,,,0,"full_design_records; AUC_is_unweighted_fold_mean_and_PooledAUC_is_record_evidence"
"tenfold","binary","M3","record_equal","record_equal",10,70,11,70,11,0,0,70,-45.7203026391962,-0.653147180559945,0.5,0.5,0.5,0.253928571428571,,,,0,,,0,"full_design_records; AUC_is_unweighted_fold_mean_and_PooledAUC_is_record_evidence"
"tenfold","binary","M3","record_equal","species_equal",10,70,11,70,11,0,0,70,-45.7203026391962,-0.653147180559945,0.5,0.5,0.5,0.255169552669553,,,,0,,,0,"full_design_records; AUC_is_unweighted_fold_mean_and_PooledAUC_is_record_evidence"
"tenfold","binary","M3","species_equal","record_equal",10,70,11,70,11,0,0,70,-45.7203026391962,-0.653147180559945,0.5,0.5,0.5,0.253928571428571,,,,0,,,0,"full_design_records; AUC_is_unweighted_fold_mean_and_PooledAUC_is_record_evidence"
"tenfold","binary","M3","species_equal","species_equal",10,70,11,70,11,0,0,70,-45.7203026391962,-0.653147180559945,0.5,0.5,0.5,0.255169552669553,,,,0,,,0,"full_design_records; AUC_is_unweighted_fold_mean_and_PooledAUC_is_record_evidence"
"tenfold","joint_bb","Null","record_equal","record_equal",10,114,12,114,12,11,11,114,-77.8787785838338,-0.683147180559945,,,,,0.247787569573284,0.289590861499547,-0.0990996701710988,70,1,1,70,"full_design_records"
"tenfold","joint_bb","Null","record_equal","species_equal",10,114,12,114,12,11,11,114,-77.8787785838338,-0.683147180559945,,,,,0.241267917788481,0.28269263953175,-0.0921766625229829,70,1,1,70,"full_design_records"
"tenfold","joint_bb","Null","species_equal","record_equal",10,114,12,114,12,11,11,114,-77.8787785838338,-0.683147180559945,,,,,0.247787569573284,0.289590861499547,-0.0990996701710988,70,1,1,70,"full_design_records"
"tenfold","joint_bb","Null","species_equal","species_equal",10,114,12,114,12,11,11,114,-77.8787785838338,-0.683147180559945,,,,,0.241267917788481,0.28269263953175,-0.0921766625229829,70,1,1,70,"full_design_records"
"tenfold","joint_bb","M1","record_equal","record_equal",10,114,12,114,12,11,11,114,-76.7387785838338,-0.673147180559945,,,,,0.249216141001855,0.276501175489255,-0.0490996701710988,70,1,1,70,"full_design_records"
"tenfold","joint_bb","M1","record_equal","species_equal",10,114,12,114,12,11,11,114,-76.7387785838338,-0.673147180559945,,,,,0.243937470458033,0.270550295126672,-0.0421766625229829,70,1,1,70,"full_design_records"
"tenfold","joint_bb","M1","species_equal","record_equal",10,114,12,114,12,11,11,114,-76.7387785838338,-0.673147180559945,,,,,0.249216141001855,0.276501175489255,-0.0490996701710988,70,1,1,70,"full_design_records"
"tenfold","joint_bb","M1","species_equal","species_equal",10,114,12,114,12,11,11,114,-76.7387785838338,-0.673147180559945,,,,,0.243937470458033,0.270550295126672,-0.0421766625229829,70,1,1,70,"full_design_records"
"tenfold","joint_bb","M2","record_equal","record_equal",10,114,12,114,12,11,11,114,-75.5987785838338,-0.663147180559945,,,,,0.250644712430427,0.272108311210499,0.000900329828901262,70,1,1,70,"full_design_records"
"tenfold","joint_bb","M2","record_equal","species_equal",10,114,12,114,12,11,11,114,-75.5987785838338,-0.663147180559945,,,,,0.246607023127586,0.267357057024555,0.00782333747701714,70,1,1,70,"full_design_records"
"tenfold","joint_bb","M2","species_equal","record_equal",10,114,12,114,12,11,11,114,-75.5987785838338,-0.663147180559945,,,,,0.250644712430427,0.272108311210499,0.000900329828901262,70,1,1,70,"full_design_records"
"tenfold","joint_bb","M2","species_equal","species_equal",10,114,12,114,12,11,11,114,-75.5987785838338,-0.663147180559945,,,,,0.246607023127586,0.267357057024555,0.00782333747701714,70,1,1,70,"full_design_records"
"tenfold","joint_bb","M3","record_equal","record_equal",10,114,12,114,12,11,11,114,-74.4587785838338,-0.653147180559945,,,,,0.252073283858998,0.276826599178475,0.0509003298289013,70,1,1,70,"full_design_records"
"tenfold","joint_bb","M3","record_equal","species_equal",10,114,12,114,12,11,11,114,-74.4587785838338,-0.653147180559945,,,,,0.249276575797139,0.273426644072104,0.0578233374770172,70,1,1,70,"full_design_records"
"tenfold","joint_bb","M3","species_equal","record_equal",10,114,12,114,12,11,11,114,-74.4587785838338,-0.653147180559945,,,,,0.252073283858998,0.276826599178475,0.0509003298289013,70,1,1,70,"full_design_records"
"tenfold","joint_bb","M3","species_equal","species_equal",10,114,12,114,12,11,11,114,-74.4587785838338,-0.653147180559945,,,,,0.249276575797139,0.273426644072104,0.0578233374770172,70,1,1,70,"full_design_records"
