"Design","Fold","Route","Model","TrainWeighting","EvalWeighting","RecordsUsed","SpeciesUsed","LogScoreRecordsUsed","LogScoreSpeciesUsed","PointSpeciesUsed","PISpeciesUsed","WeightSum","ELPD","MeanLogScore","AUC","Brier","MAE","RMSE","Bias","PointRecords","PICoverage","MeanPIWidth","PIRecords","Aggregation"
"fivefold",1,"binary","Null","species_equal","species_equal",12,3,12,3,0,0,12,-8.19776616671934,-0.683147180559945,0.5,0.242222222222222,,,,0,,,0,"weighted_record_or_species"
"fivefold",2,"binary","Null","species_equal","record_equal",12,2,12,2,0,0,12,-8.19776616671934,-0.683147180559945,0.5,0.26,,,,0,,,0,"weighted_record_or_species"
"fivefold",2,"binary","Null","species_equal","species_equal",12,2,12,2,0,0,12,-8.19776616671934,-0.683147180559945,0.5,0.26,,,,0,,,0,"weighted_record_or_species"
"fivefold",3,"binary","Null","species_equal","record_equal",16,2,16,2,0,0,16,-10.9303548889591,-0.683147180559945,0.5,0.2475,,,,0,,,0,"weighted_record_or_species"
"fivefold",3,"binary","Null","species_equal","species_equal",16,2,16,2,0,0,16,-10.9303548889591,-0.683147180559945,0.5,0.247301587301587,,,,0,,,0,"weighted_record_or_species"
"fivefold",4,"binary","Null","species_equal","record_equal",16,2,16,2,0,0,16,-10.9303548889591,-0.683147180559945,0.5,0.2725,,,,0,,,0,"weighted_record_or_species"
"fivefold",4,"binary","Null","species_equal","species_equal",16,2,16,2,0,0,16,-10.9303548889591,-0.683147180559945,0.5,0.27,,,,0,,,0,"weighted_record_or_species"
"fivefold",5,"binary","Null","species_equal","record_equal",14,2,14,2,0,0,14,-9.56406052783923,-0.683147180559945,0.5,0.26,,,,0,,,0,"weighted_record_or_species"
"fivefold",5,"binary","Null","species_equal","species_equal",14,2,14,2,0,0,14,-9.56406052783923,-0.683147180559945,0.5,0.26,,,,0,,,0,"weighted_record_or_species"
"fivefold",1,"binary","M1","record_equal","record_equal",12,3,12,3,0,0,12,-8.07776616671934,-0.673147180559945,0.5,0.244166666666667,,,,0,,,0,"weighted_record_or_species"
"fivefold",1,"binary","M1","record_equal","species_equal",12,3,12,3,0,0,12,-8.07776616671934,-0.673147180559945,0.5,0.243611111111111,,,,0,,,0,"weighted_record_or_species"
"fivefold",2,"binary","M1","record_equal","record_equal",12,2,12,2,0,0,12,-8.07776616671934,-0.673147180559945,0.5,0.2525,,,,0,,,0,"weighted_record_or_species"
"fivefold",2,"binary","M1","record_equal","species_equal",12,2,12,2,0,0,12,-8.07776616671934,-0.673147180559945,0.5,0.2525,,,,0,,,0,"weighted_record_or_species"
"fivefold",3,"binary","M1","record_equal","record_equal",16,2,16,2,0,0,16,-10.7703548889591,-0.673147180559945,0.5,0.24625,,,,0,,,0,"weighted_record_or_species"
"fivefold",3,"binary","M1","record_equal","species_equal",16,2,16,2,0,0,16,-10.7703548889591,-0.673147180559945,0.5,0.246150793650794,,,,0,,,0,"weighted_record_or_species"
"fivefold",4,"binary","M1","record_equal","record_equal",16,2,16,2,0,0,16,-10.7703548889591,-0.673147180559945,0.5,0.25875,,,,0,,,0,"weighted_record_or_species"
"fivefold",4,"binary","M1","record_equal","species_equal",16,2,16,2,0,0,16,-10.7703548889591,-0.673147180559945,0.5,0.2575,,,,0,,,0,"weighted_record_or_species"
"fivefold",5,"binary","M1","record_equal","record_equal",14,2,14,2,0,0,14,-9.42406052783923,-0.673147180559945,0.5,0.2525,,,,0,,,0,"weighted_record_or_species"
"fivefold",5,"binary","M1","record_equal","species_equal",14,2,14,2,0,0,14,-9.42406052783923,-0.673147180559945,0.5,0.2525,,,,0,,,0,"weighted_record_or_species"
"fivefold",1,"binary","M1","species_equal","record_equal",12,3,12,3,0,0,12,-8.07776616671934,-0.673147180559945,0.5,0.244166666666667,,,,0,,,0,"weighted_record_or_species"
"fivefold",1,"binary","M1","species_equal","species_equal",12,3,12,3,0,0,12,-8.07776616671934,-0.673147180559945,0.5,0.243611111111111,,,,0,,,0,"weighted_record_or_species"
"fivefold",2,"binary","M1","species_equal","record_equal",12,2,12,2,0,0,12,-8.07776616671934,-0.673147180559945,0.5,0.2525,,,,0,,,0,"weighted_record_or_species"
"fivefold",2,"binary","M1","species_equal","species_equal",12,2,12,2,0,0,12,-8.07776616671934,-0.673147180559945,0.5,0.2525,,,,0,,,0,"weighted_record_or_species"
"fivefold",3,"binary","M1","species_equal","record_equal",16,2,16,2,0,0,16,-10.7703548889591,-0.673147180559945,0.5,0.24625,,,,0,,,0,"weighted_record_or_species"
"fivefold",3,"binary","M1","species_equal","species_equal",16,2,16,2,0,0,16,-10.7703548889591,-0.673147180559945,0.5,0.246150793650794,,,,0,,,0,"weighted_record_or_species"
"fivefold",4,"binary","M1","species_equal","record_equal",16,2,16,2,0,0,16,-10.7703548889591,-0.673147180559945,0.5,0.25875,,,,0,,,0,"weighted_record_or_species"
"fivefold",4,"binary","M1","species_equal","species_equal",16,2,16,2,0,0,16,-10.7703548889591,-0.673147180559945,0.5,0.2575,,,,0,,,0,"weighted_record_or_species"
"fivefold",5,"binary","M1","species_equal","record_equal",14,2,14,2,0,0,14,-9.42406052783923,-0.673147180559945,0.5,0.2525,,,,0,,,0,"weighted_record_or_species"
"fivefold",5,"binary","M1","species_equal","species_equal",14,2,14,2,0,0,14,-9.42406052783923,-0.673147180559945,0.5,0.2525,,,,0,,,0,"weighted_record_or_species"
"fivefold",1,"binary","M2","record_equal","record_equal",12,3,12,3,0,0,12,-7.95776616671934,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",1,"binary","M2","record_equal","species_equal",12,3,12,3,0,0,12,-7.95776616671934,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",2,"binary","M2","record_equal","record_equal",12,2,12,2,0,0,12,-7.95776616671934,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",2,"binary","M2","record_equal","species_equal",12,2,12,2,0,0,12,-7.95776616671934,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",3,"binary","M2","record_equal","record_equal",16,2,16,2,0,0,16,-10.6103548889591,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",3,"binary","M2","record_equal","species_equal",16,2,16,2,0,0,16,-10.6103548889591,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",4,"binary","M2","record_equal","record_equal",16,2,16,2,0,0,16,-10.6103548889591,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",4,"binary","M2","record_equal","species_equal",16,2,16,2,0,0,16,-10.6103548889591,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",5,"binary","M2","record_equal","record_equal",14,2,14,2,0,0,14,-9.28406052783923,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",5,"binary","M2","record_equal","species_equal",14,2,14,2,0,0,14,-9.28406052783923,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",1,"binary","M2","species_equal","record_equal",12,3,12,3,0,0,12,-7.95776616671934,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",1,"binary","M2","species_equal","species_equal",12,3,12,3,0,0,12,-7.95776616671934,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",2,"binary","M2","species_equal","record_equal",12,2,12,2,0,0,12,-7.95776616671934,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",2,"binary","M2","species_equal","species_equal",12,2,12,2,0,0,12,-7.95776616671934,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",3,"binary","M2","species_equal","record_equal",16,2,16,2,0,0,16,-10.6103548889591,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",3,"binary","M2","species_equal","species_equal",16,2,16,2,0,0,16,-10.6103548889591,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",4,"binary","M2","species_equal","record_equal",16,2,16,2,0,0,16,-10.6103548889591,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",4,"binary","M2","species_equal","species_equal",16,2,16,2,0,0,16,-10.6103548889591,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",5,"binary","M2","species_equal","record_equal",14,2,14,2,0,0,14,-9.28406052783923,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",5,"binary","M2","species_equal","species_equal",14,2,14,2,0,0,14,-9.28406052783923,-0.663147180559945,0.5,0.25,,,,0,,,0,"weighted_record_or_species"
"fivefold",1,"binary","M3","record_equal","record_equal",12,3,12,3,0,0,12,-7.83776616671934,-0.653147180559945,0.5,0.260833333333333,,,,0,,,0,"weighted_record_or_species"
"fivefold",1,"binary","M3","record_equal","species_equal",12,3,12,3,0,0,12,-7.83776616671934,-0.653147180559945,0.5,0.261388888888889,,,,0,,,0,"weighted_record_or_species"
"fivefold",2,"binary","M3","record_equal","record_equal",12,2,12,2,0,0,12,-7.83776616671934,-0.653147180559945,0.5,0.2525,,,,0,,,0,"weighted_record_or_species"
"fivefold",2,"binary","M3","record_equal","species_equal",12,2,12,2,0,0,12,-7.83776616671934,-0.653147180559945,0.5,0.2525,,,,0,,,0,"weighted_record_or_species"
"fivefold",3,"binary","M3","record_equal","record_equal",16,2,16,2,0,0,16,-10.4503548889591,-0.653147180559945,0.5,0.25875,,,,0,,,0,"weighted_record_or_species"
"fivefold",3,"binary","M3","record_equal","species_equal",16,2,16,2,0,0,16,-10.4503548889591,-0.653147180559945,0.5,0.258849206349206,,,,0,,,0,"weighted_record_or_species"
"fivefold",4,"binary","M3","record_equal","record_equal",16,2,16,2,0,0,16,-10.4503548889591,-0.653147180559945,0.5,0.24625,,,,0,,,0,"weighted_record_or_species"
"fivefold",4,"binary","M3","record_equal","species_equal",16,2,16,2,0,0,16,-10.4503548889591,-0.653147180559945,0.5,0.2475,,,,0,,,0,"weighted_record_or_species"
"fivefold",5,"binary","M3","record_equal","record_equal",14,2,14,2,0,0,14,-9.14406052783923,-0.653147180559945,0.5,0.2525,,,,0,,,0,"weighted_record_or_species"
"fivefold",5,"binary","M3","record_equal","species_equal",14,2,14,2,0,0,14,-9.14406052783923,-0.653147180559945,0.5,0.2525,,,,0,,,0,"weighted_record_or_species"
"fivefold",1,"binary","M3","species_equal","record_equal",12,3,12,3,0,0,12,-7.83776616671934,-0.653147180559945,0.5,0.260833333333333,,,,0,,,0,"weighted_record_or_species"
"fivefold",1,"binary","M3","species_equal","species_equal",12,3,12,3,0,0,12,-7.83776616671934,-0.653147180559945,0.5,0.261388888888889,,,,0,,,0,"weighted_record_or_species"
"fivefold",2,"binary","M3","species_equal","record_equal",12,2,12,2,0,0,12,-7.83776616671934,-0.653147180559945,0.5,0.2525,,,,0,,,0,"weighted_record_or_species"
"fivefold",2,"binary","M3","species_equal","species_equal",12,2,12,2,0,0,12,-7.83776616671934,-0.653147180559945,0.5,0.2525,,,,0,,,0,"weighted_record_or_species"
"fivefold",3,"binary","M3","species_equal","record_equal",16,2,16,2,0,0,16,-10.4503548889591,-0.653147180559945,0.5,0.25875,,,,0,,,0,"weighted_record_or_species"
"fivefold",3,"binary","M3","species_equal","species_equal",16,2,16,2,0,0,16,-10.4503548889591,-0.653147180559945,0.5,0.258849206349206,,,,0,,,0,"weighted_record_or_species"
"fivefold",4,"binary","M3","species_equal","record_equal",16,2,16,2,0,0,16,-10.4503548889591,-0.653147180559945,0.5,0.24625,,,,0,,,0,"weighted_record_or_species"
"fivefold",4,"binary","M3","species_equal","species_equal",16,2,16,2,0,0,16,-10.4503548889591,-0.653147180559945,0.5,0.2475,,,,0,,,0,"weighted_record_or_species"
"fivefold",5,"binary","M3","species_equal","record_equal",14,2,14,2,0,0,14,-9.14406052783923,-0.653147180559945,0.5,0.2525,,,,0,,,0,"weighted_record_or_species"
"fivefold",5,"binary","M3","species_equal","species_equal",14,2,14,2,0,0,14,-9.14406052783923,-0.653147180559945,0.5,0.2525,,,,0,,,0,"weighted_record_or_species"
"fivefold",1,"joint_bb","Null","record_equal","record_equal",19,3,19,3,3,3,19,-12.979796430639,-0.683147180559945,,,0.250703463203463,0.287738986902188,-0.106655844155844,14,1,1,14,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",1,"joint_bb","Null","record_equal","species_equal",19,3,19,3,3,3,19,-12.979796430639,-0.683147180559945,,,0.250547138047138,0.290029897325638,-0.114436026936027,14,1,1,14,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","Null","record_equal","record_equal",36,3,36,3,3,3,36,-24.593298500158,-0.683147180559945,,,0.241308802308802,0.282066361423346,-0.0914790764790765,25,1,1,25,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","Null","record_equal","species_equal",36,3,36,3,3,3,36,-24.593298500158,-0.683147180559945,,,0.242039776067554,0.282419699964644,-0.0916513013735236,25,1,1,25,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",3,"joint_bb","Null","record_equal","record_equal",21,2,21,2,2,2,21,-14.3460907917589,-0.683147180559945,,,0.282000962000962,0.325881056552127,-0.133227513227513,15,1,1,15,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",3,"joint_bb","Null","record_equal","species_equal",21,2,21,2,2,2,21,-14.3460907917589,-0.683147180559945,,,0.270266955266955,0.314210108280655,-0.111868686868687,15,1,1,15,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",4,"joint_bb","Null","record_equal","record_equal",13,2,13,2,2,2,13,-8.88091334727929,-0.683147180559945,,,0.201094276094276,0.235284297484536,-0.0637205387205387,9,1,1,9,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",4,"joint_bb","Null","record_equal","species_equal",13,2,13,2,2,2,13,-8.88091334727929,-0.683147180559945,,,0.191919191919192,0.223412289196873,-0.0441919191919192,9,1,1,9,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",5,"joint_bb","Null","record_equal","record_equal",25,2,25,2,1,1,25,-17.0786795139986,-0.683147180559945,,,0.251814058956916,0.300249299528457,-0.0835600907029479,7,1,1,7,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",5,"joint_bb","Null","record_equal","species_equal",25,2,25,2,1,1,25,-17.0786795139986,-0.683147180559945,,,0.251814058956916,0.300249299528457,-0.0835600907029479,7,1,1,7,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",1,"joint_bb","Null","species_equal","record_equal",19,3,19,3,3,3,19,-12.979796430639,-0.683147180559945,,,0.250703463203463,0.287738986902188,-0.106655844155844,14,1,1,14,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",1,"joint_bb","Null","species_equal","species_equal",19,3,19,3,3,3,19,-12.979796430639,-0.683147180559945,,,0.250547138047138,0.290029897325638,-0.114436026936027,14,1,1,14,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","Null","species_equal","record_equal",36,3,36,3,3,3,36,-24.593298500158,-0.683147180559945,,,0.241308802308802,0.282066361423346,-0.0914790764790765,25,1,1,25,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","Null","species_equal","species_equal",36,3,36,3,3,3,36,-24.593298500158,-0.683147180559945,,,0.242039776067554,0.282419699964644,-0.0916513013735236,25,1,1,25,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",3,"joint_bb","Null","species_equal","record_equal",21,2,21,2,2,2,21,-14.3460907917589,-0.683147180559945,,,0.282000962000962,0.325881056552127,-0.133227513227513,15,1,1,15,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",3,"joint_bb","Null","species_equal","species_equal",21,2,21,2,2,2,21,-14.3460907917589,-0.683147180559945,,,0.270266955266955,0.314210108280655,-0.111868686868687,15,1,1,15,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",4,"joint_bb","Null","species_equal","record_equal",13,2,13,2,2,2,13,-8.88091334727929,-0.683147180559945,,,0.201094276094276,0.235284297484536,-0.0637205387205387,9,1,1,9,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",4,"joint_bb","Null","species_equal","species_equal",13,2,13,2,2,2,13,-8.88091334727929,-0.683147180559945,,,0.191919191919192,0.223412289196873,-0.0441919191919192,9,1,1,9,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",5,"joint_bb","Null","species_equal","record_equal",25,2,25,2,1,1,25,-17.0786795139986,-0.683147180559945,,,0.251814058956916,0.300249299528457,-0.0835600907029479,7,1,1,7,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",5,"joint_bb","Null","species_equal","species_equal",25,2,25,2,1,1,25,-17.0786795139986,-0.683147180559945,,,0.251814058956916,0.300249299528457,-0.0835600907029479,7,1,1,7,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",1,"joint_bb","M1","record_equal","record_equal",19,3,19,3,3,3,19,-12.789796430639,-0.673147180559945,,,0.250703463203463,0.273181515055307,-0.0566558441558442,14,1,1,14,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",1,"joint_bb","M1","record_equal","species_equal",19,3,19,3,3,3,19,-12.789796430639,-0.673147180559945,,,0.250547138047138,0.274178297188376,-0.064436026936027,14,1,1,14,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","M1","record_equal","record_equal",36,3,36,3,3,3,36,-24.233298500158,-0.673147180559945,,,0.243308802308802,0.270025044391623,-0.0414790764790765,25,1,1,25,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","M1","record_equal","species_equal",36,3,36,3,3,3,36,-24.233298500158,-0.673147180559945,,,0.243891627919406,0.270362269539903,-0.0416513013735236,25,1,1,25,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",3,"joint_bb","M1","record_equal","record_equal",21,2,21,2,2,2,21,-14.1360907917588,-0.673147180559945,,,0.278667628667629,0.308829583584182,-0.0832275132275133,15,1,1,15,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",3,"joint_bb","M1","record_equal","species_equal",21,2,21,2,2,2,21,-14.1360907917588,-0.673147180559945,,,0.270266955266955,0.300068531270562,-0.0618686868686869,15,1,1,15,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",4,"joint_bb","M1","record_equal","record_equal",13,2,13,2,2,2,13,-8.75091334727929,-0.673147180559945,,,0.206649831649832,0.226906691771613,-0.0137205387205388,9,1,1,9,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",4,"joint_bb","M1","record_equal","species_equal",13,2,13,2,2,2,13,-8.75091334727929,-0.673147180559945,,,0.200252525252525,0.219075007805535,0.00580808080808078,9,1,1,9,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",5,"joint_bb","M1","record_equal","record_equal",25,2,25,2,1,1,25,-16.8286795139986,-0.673147180559945,,,0.258956916099773,0.290333657706154,-0.0335600907029479,7,1,1,7,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",5,"joint_bb","M1","record_equal","species_equal",25,2,25,2,1,1,25,-16.8286795139986,-0.673147180559945,,,0.258956916099773,0.290333657706154,-0.0335600907029479,7,1,1,7,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",1,"joint_bb","M1","species_equal","record_equal",19,3,19,3,3,3,19,-12.789796430639,-0.673147180559945,,,0.250703463203463,0.273181515055307,-0.0566558441558442,14,1,1,14,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",1,"joint_bb","M1","species_equal","species_equal",19,3,19,3,3,3,19,-12.789796430639,-0.673147180559945,,,0.250547138047138,0.274178297188376,-0.064436026936027,14,1,1,14,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","M1","species_equal","record_equal",36,3,36,3,3,3,36,-24.233298500158,-0.673147180559945,,,0.243308802308802,0.270025044391623,-0.0414790764790765,25,1,1,25,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","M1","species_equal","species_equal",36,3,36,3,3,3,36,-24.233298500158,-0.673147180559945,,,0.243891627919406,0.270362269539903,-0.0416513013735236,25,1,1,25,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",3,"joint_bb","M1","species_equal","record_equal",21,2,21,2,2,2,21,-14.1360907917588,-0.673147180559945,,,0.278667628667629,0.308829583584182,-0.0832275132275133,15,1,1,15,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",3,"joint_bb","M1","species_equal","species_equal",21,2,21,2,2,2,21,-14.1360907917588,-0.673147180559945,,,0.270266955266955,0.300068531270562,-0.0618686868686869,15,1,1,15,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",4,"joint_bb","M1","species_equal","record_equal",13,2,13,2,2,2,13,-8.75091334727929,-0.673147180559945,,,0.206649831649832,0.226906691771613,-0.0137205387205388,9,1,1,9,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",4,"joint_bb","M1","species_equal","species_equal",13,2,13,2,2,2,13,-8.75091334727929,-0.673147180559945,,,0.200252525252525,0.219075007805535,0.00580808080808078,9,1,1,9,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",5,"joint_bb","M1","species_equal","record_equal",25,2,25,2,1,1,25,-16.8286795139986,-0.673147180559945,,,0.258956916099773,0.290333657706154,-0.0335600907029479,7,1,1,7,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",5,"joint_bb","M1","species_equal","species_equal",25,2,25,2,1,1,25,-16.8286795139986,-0.673147180559945,,,0.258956916099773,0.290333657706154,-0.0335600907029479,7,1,1,7,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",1,"joint_bb","M2","record_equal","record_equal",19,3,19,3,3,3,19,-12.599796430639,-0.663147180559945,,,0.250703463203463,0.267324813199838,-0.00665584415584415,14,1,1,14,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",1,"joint_bb","M2","record_equal","species_equal",19,3,19,3,3,3,19,-12.599796430639,-0.663147180559945,,,0.250547138047138,0.266889744942579,-0.0144360269360269,14,1,1,14,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","M2","record_equal","record_equal",36,3,36,3,3,3,36,-23.873298500158,-0.663147180559945,,,0.245308802308802,0.26695620792705,0.00852092352092352,25,1,1,25,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","M2","record_equal","species_equal",36,3,36,3,3,3,36,-23.873298500158,-0.663147180559945,,,0.245743479771258,0.267265086858376,0.00834869862647641,25,1,1,25,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",3,"joint_bb","M2","record_equal","record_equal",21,2,21,2,2,2,21,-13.9260907917589,-0.663147180559945,,,0.275334295334295,0.299254006446076,-0.0332275132275132,15,1,1,15,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",3,"joint_bb","M2","record_equal","species_equal",21,2,21,2,2,2,21,-13.9260907917589,-0.663147180559945,,,0.270266955266955,0.293860944618375,-0.0118686868686869,15,1,1,15,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",4,"joint_bb","M2","record_equal","record_equal",13,2,13,2,2,2,13,-8.62091334727929,-0.663147180559945,,,0.212205387205387,0.229378710648316,0.0362794612794613,9,1,1,9,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",4,"joint_bb","M2","record_equal","species_equal",13,2,13,2,2,2,13,-8.62091334727929,-0.663147180559945,,,0.208585858585859,0.225997051144044,0.0558080808080808,9,1,1,9,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",5,"joint_bb","M2","record_equal","record_equal",25,2,25,2,1,1,25,-16.5786795139986,-0.663147180559945,,,0.26609977324263,0.28885571437439,0.0164399092970522,7,1,1,7,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",5,"joint_bb","M2","record_equal","species_equal",25,2,25,2,1,1,25,-16.5786795139986,-0.663147180559945,,,0.26609977324263,0.28885571437439,0.0164399092970522,7,1,1,7,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",1,"joint_bb","M2","species_equal","record_equal",19,3,19,3,3,3,19,-12.599796430639,-0.663147180559945,,,0.250703463203463,0.267324813199838,-0.00665584415584415,14,1,1,14,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",1,"joint_bb","M2","species_equal","species_equal",19,3,19,3,3,3,19,-12.599796430639,-0.663147180559945,,,0.250547138047138,0.266889744942579,-0.0144360269360269,14,1,1,14,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","M2","species_equal","record_equal",36,3,36,3,3,3,36,-23.873298500158,-0.663147180559945,,,0.245308802308802,0.26695620792705,0.00852092352092352,25,1,1,25,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","M2","species_equal","species_equal",36,3,36,3,3,3,36,-23.873298500158,-0.663147180559945,,,0.245743479771258,0.267265086858376,0.00834869862647641,25,1,1,25,"full_metric_valid_set_weights; PI_matches_record_observation_model"
