"Scope","Design","Fold","Route","TrainWeighting","EvalWeighting","Family","Model","Reference","Difference","SE_approx","CI95_lower","CI95_upper","Z_approx","P_approx","IntervalStatus","UncertaintyScope","RecordsUsed","SpeciesUsed","BootstrapReplicates","P_BH"
"fold","fivefold",3,"binary","species_equal","record_equal","model_vs_null","M3","Null",0.03,0,0.03,0.03,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",16,2,50,
"fold","fivefold",4,"binary","species_equal","record_equal","model_vs_null","M1","Null",0.01,0,0.01,0.01,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",16,2,50,
"fold","fivefold",4,"binary","species_equal","record_equal","model_vs_null","M2","Null",0.02,0,0.02,0.02,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",16,2,50,
"fold","fivefold",4,"binary","species_equal","record_equal","model_vs_null","M3","Null",0.03,0,0.03,0.03,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",16,2,50,
"fold","fivefold",5,"binary","species_equal","record_equal","model_vs_null","M1","Null",0.01,0,0.01,0.01,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",14,2,50,
"fold","fivefold",5,"binary","species_equal","record_equal","model_vs_null","M2","Null",0.02,0,0.02,0.02,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",14,2,50,
"fold","fivefold",5,"binary","species_equal","record_equal","model_vs_null","M3","Null",0.03,0,0.03,0.03,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",14,2,50,
"fold","fivefold",1,"joint_bb","record_equal","record_equal","model_vs_null","M1","Null",0.01,0,0.01,0.01,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",19,3,50,
"fold","fivefold",1,"joint_bb","record_equal","record_equal","model_vs_null","M2","Null",0.02,0,0.02,0.02,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",19,3,50,
"fold","fivefold",1,"joint_bb","record_equal","record_equal","model_vs_null","M3","Null",0.03,0,0.03,0.03,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",19,3,50,
"fold","fivefold",2,"joint_bb","record_equal","record_equal","model_vs_null","M1","Null",0.01,0,0.01,0.01,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",36,3,50,
"fold","fivefold",2,"joint_bb","record_equal","record_equal","model_vs_null","M2","Null",0.02,0,0.02,0.02,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",36,3,50,
"fold","fivefold",2,"joint_bb","record_equal","record_equal","model_vs_null","M3","Null",0.03,0,0.03,0.03,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",36,3,50,
"fold","fivefold",3,"joint_bb","record_equal","record_equal","model_vs_null","M1","Null",0.01,0,0.01,0.01,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",21,2,50,
"fold","fivefold",3,"joint_bb","record_equal","record_equal","model_vs_null","M2","Null",0.02,0,0.02,0.02,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",21,2,50,
"fold","fivefold",3,"joint_bb","record_equal","record_equal","model_vs_null","M3","Null",0.03,0,0.03,0.03,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",21,2,50,
"fold","fivefold",4,"joint_bb","record_equal","record_equal","model_vs_null","M1","Null",0.01,0,0.01,0.01,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",13,2,50,
"fold","fivefold",4,"joint_bb","record_equal","record_equal","model_vs_null","M2","Null",0.02,0,0.02,0.02,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",13,2,50,
"fold","fivefold",4,"joint_bb","record_equal","record_equal","model_vs_null","M3","Null",0.03,0,0.03,0.03,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",13,2,50,
"fold","fivefold",5,"joint_bb","record_equal","record_equal","model_vs_null","M1","Null",0.01,0,0.01,0.01,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",25,2,50,
"fold","fivefold",5,"joint_bb","record_equal","record_equal","model_vs_null","M2","Null",0.02,0,0.02,0.02,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",25,2,50,
"fold","fivefold",5,"joint_bb","record_equal","record_equal","model_vs_null","M3","Null",0.03,0,0.03,0.03,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",25,2,50,
"fold","fivefold",1,"joint_bb","species_equal","record_equal","model_vs_null","M1","Null",0.01,0,0.01,0.01,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",19,3,50,
"fold","fivefold",1,"joint_bb","species_equal","record_equal","model_vs_null","M2","Null",0.02,0,0.02,0.02,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",19,3,50,
"fold","fivefold",1,"joint_bb","species_equal","record_equal","model_vs_null","M3","Null",0.03,0,0.03,0.03,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",19,3,50,
"fold","fivefold",2,"joint_bb","species_equal","record_equal","model_vs_null","M1","Null",0.01,0,0.01,0.01,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",36,3,50,
"fold","fivefold",2,"joint_bb","species_equal","record_equal","model_vs_null","M2","Null",0.02,0,0.02,0.02,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",36,3,50,
"fold","fivefold",2,"joint_bb","species_equal","record_equal","model_vs_null","M3","Null",0.03,0,0.03,0.03,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",36,3,50,
"fold","fivefold",3,"joint_bb","species_equal","record_equal","model_vs_null","M1","Null",0.01,0,0.01,0.01,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",21,2,50,
"fold","fivefold",3,"joint_bb","species_equal","record_equal","model_vs_null","M2","Null",0.02,0,0.02,0.02,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",21,2,50,
"fold","fivefold",3,"joint_bb","species_equal","record_equal","model_vs_null","M3","Null",0.03,0,0.03,0.03,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",21,2,50,
"fold","fivefold",4,"joint_bb","species_equal","record_equal","model_vs_null","M1","Null",0.01,0,0.01,0.01,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",13,2,50,
"fold","fivefold",4,"joint_bb","species_equal","record_equal","model_vs_null","M2","Null",0.02,0,0.02,0.02,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",13,2,50,
"fold","fivefold",4,"joint_bb","species_equal","record_equal","model_vs_null","M3","Null",0.03,0,0.03,0.03,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",13,2,50,
"fold","fivefold",5,"joint_bb","species_equal","record_equal","model_vs_null","M1","Null",0.01,0,0.01,0.01,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",25,2,50,
"fold","fivefold",5,"joint_bb","species_equal","record_equal","model_vs_null","M2","Null",0.02,0,0.02,0.02,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",25,2,50,
"fold","fivefold",5,"joint_bb","species_equal","record_equal","model_vs_null","M3","Null",0.03,0,0.03,0.03,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",25,2,50,
"fold","tenfold",1,"binary","record_equal","record_equal","model_vs_null","M1","Null",0.01,0,0.01,0.01,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",8,2,50,
"fold","tenfold",1,"binary","record_equal","record_equal","model_vs_null","M2","Null",0.02,0,0.02,0.02,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",8,2,50,
"fold","tenfold",1,"binary","record_equal","record_equal","model_vs_null","M3","Null",0.03,0,0.03,0.03,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",8,2,50,
"fold","tenfold",2,"binary","record_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",8,1,50,
"fold","tenfold",2,"binary","record_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",8,1,50,
"fold","tenfold",2,"binary","record_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",8,1,50,
"fold","tenfold",3,"binary","record_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",8,1,50,
"fold","tenfold",3,"binary","record_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",8,1,50,
"fold","tenfold",3,"binary","record_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",8,1,50,
"fold","tenfold",4,"binary","record_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",6,1,50,
"fold","tenfold",4,"binary","record_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",6,1,50,
"fold","tenfold",4,"binary","record_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",6,1,50,
"fold","tenfold",5,"binary","record_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",9,1,50,
"fold","tenfold",5,"binary","record_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",9,1,50,
"fold","tenfold",5,"binary","record_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",9,1,50,
"fold","tenfold",6,"binary","record_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",7,1,50,
"fold","tenfold",6,"binary","record_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",7,1,50,
"fold","tenfold",6,"binary","record_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",7,1,50,
"fold","tenfold",7,"binary","record_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",4,1,50,
"fold","tenfold",7,"binary","record_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",4,1,50,
"fold","tenfold",7,"binary","record_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",4,1,50,
"fold","tenfold",8,"binary","record_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",10,1,50,
"fold","tenfold",8,"binary","record_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",10,1,50,
"fold","tenfold",8,"binary","record_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",10,1,50,
"fold","tenfold",9,"binary","record_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",4,1,50,
"fold","tenfold",9,"binary","record_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",4,1,50,
"fold","tenfold",9,"binary","record_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",4,1,50,
"fold","tenfold",10,"binary","record_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",6,1,50,
"fold","tenfold",10,"binary","record_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",6,1,50,
"fold","tenfold",10,"binary","record_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",6,1,50,
"fold","tenfold",1,"binary","species_equal","record_equal","model_vs_null","M1","Null",0.01,0,0.01,0.01,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",8,2,50,
"fold","tenfold",1,"binary","species_equal","record_equal","model_vs_null","M2","Null",0.02,0,0.02,0.02,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",8,2,50,
"fold","tenfold",1,"binary","species_equal","record_equal","model_vs_null","M3","Null",0.03,0,0.03,0.03,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",8,2,50,
"fold","tenfold",2,"binary","species_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",8,1,50,
"fold","tenfold",2,"binary","species_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",8,1,50,
"fold","tenfold",2,"binary","species_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",8,1,50,
"fold","tenfold",3,"binary","species_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",8,1,50,
"fold","tenfold",3,"binary","species_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",8,1,50,
"fold","tenfold",3,"binary","species_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",8,1,50,
"fold","tenfold",4,"binary","species_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",6,1,50,
"fold","tenfold",4,"binary","species_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",6,1,50,
"fold","tenfold",4,"binary","species_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",6,1,50,
"fold","tenfold",5,"binary","species_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",9,1,50,
"fold","tenfold",5,"binary","species_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",9,1,50,
"fold","tenfold",5,"binary","species_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",9,1,50,
"fold","tenfold",6,"binary","species_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",7,1,50,
"fold","tenfold",6,"binary","species_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",7,1,50,
"fold","tenfold",6,"binary","species_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",7,1,50,
"fold","tenfold",7,"binary","species_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",4,1,50,
"fold","tenfold",7,"binary","species_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",4,1,50,
"fold","tenfold",7,"binary","species_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",4,1,50,
"fold","tenfold",8,"binary","species_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",10,1,50,
"fold","tenfold",8,"binary","species_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",10,1,50,
"fold","tenfold",8,"binary","species_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",10,1,50,
"fold","tenfold",9,"binary","species_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",4,1,50,
"fold","tenfold",9,"binary","species_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",4,1,50,
"fold","tenfold",9,"binary","species_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",4,1,50,
"fold","tenfold",10,"binary","species_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",6,1,50,
"fold","tenfold",10,"binary","species_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",6,1,50,
"fold","tenfold",10,"binary","species_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",6,1,50,
"fold","tenfold",1,"joint_bb","record_equal","record_equal","model_vs_null","M1","Null",0.01,0,0.01,0.01,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",12,2,50,
"fold","tenfold",1,"joint_bb","record_equal","record_equal","model_vs_null","M2","Null",0.02,0,0.02,0.02,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",12,2,50,
"fold","tenfold",1,"joint_bb","record_equal","record_equal","model_vs_null","M3","Null",0.03,0,0.03,0.03,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",12,2,50,
"fold","tenfold",2,"joint_bb","record_equal","record_equal","model_vs_null","M1","Null",0.01,0,0.01,0.01,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",21,2,50,
"fold","tenfold",2,"joint_bb","record_equal","record_equal","model_vs_null","M2","Null",0.02,0,0.02,0.02,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",21,2,50,
"fold","tenfold",2,"joint_bb","record_equal","record_equal","model_vs_null","M3","Null",0.03,0,0.03,0.03,,,"DEGENERATE_BOOTSTRAP","fixed_OOF_predictions_species_bootstrap_no_refitting",21,2,50,
"fold","tenfold",3,"joint_bb","record_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",6,1,50,
"fold","tenfold",3,"joint_bb","record_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",6,1,50,
"fold","tenfold",3,"joint_bb","record_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",6,1,50,
"fold","tenfold",4,"joint_bb","record_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",13,1,50,
"fold","tenfold",4,"joint_bb","record_equal","record_equal","model_vs_null","M2","Null",0.02,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",13,1,50,
"fold","tenfold",4,"joint_bb","record_equal","record_equal","model_vs_null","M3","Null",0.03,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",13,1,50,
"fold","tenfold",5,"joint_bb","record_equal","record_equal","model_vs_null","M1","Null",0.01,,,,,,"INSUFFICIENT_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",9,1,50,
