"Path","Change","Reason","OldSHA256","NewSHA256"
"R/prediction_audit.R","MODIFIED","Review4: finite close-tail/small-shape protection and independent integral precision gate","8af9e53177e600848eed8c739118597a0d854bf3e8a4c93a7cbb1ef9fda36e87","afe818c01737ca11ac74ea493eeea67ab6b10e8d4d1c5618e6aa2cb93f4eb831"
"R/provenance.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","0a34fb3b5ca427286bce7cd2fbd8d60442d22ad213633ec89f857ba12296bc9f","0a34fb3b5ca427286bce7cd2fbd8d60442d22ad213633ec89f857ba12296bc9f"
"R/quantitative_diagnostics.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","f28522b05dc4fb854b36ab51781aeb6394b8d0dab1b52fda014bd5eedf6d410b","f28522b05dc4fb854b36ab51781aeb6394b8d0dab1b52fda014bd5eedf6d410b"
"R/reporting.R","MODIFIED","Review6: fixed-route/design/evaluation comparison explanation; v3.3 report name","da3f1b697bb0d56b28a9d23178f1c6c8580e012028b9a98846b0a797f9e45c28","ccfa8c668a385b535f7f33121daaa645d26f94f033b45a1c48ff901d4ce4d565"
"R/weights.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","7951bdb1dcf79015bd889f60ebbd97cb8c2091631f62049cadca32cbce3c6019","7951bdb1dcf79015bd889f60ebbd97cb8c2091631f62049cadca32cbce3c6019"
"R/workflow.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","9afa967d9f05f3bd591f697c09ffdc5dfb66a4b8615a9c6012f9ab3ec2f2cd1c","9afa967d9f05f3bd591f697c09ffdc5dfb66a4b8615a9c6012f9ab3ec2f2cd1c"
"config/analysis.json","MODIFIED","Independent v3.3 identity/path; model configuration unchanged","67ff493c23954a9e5ce3d41c81f0d74c1fce4e7903380761083e56f30a8550f0","8ec92169e61669eceed0f3be52bd3db3f702ff760f4e5bcc8ea6605090882bd9"
"input/contract.json","MODIFIED","Independent v3.3 identity/path; model configuration unchanged","94f709e081fab63ae5d43e7cc297a2abf45707dbe8f0583e0a7c603ea406d818","ca6152c072b37133711b246f9d5b08dd646439c38cbdf33716557a688957c0ab"
"input/observations.csv","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","3c886f7f2c11012463296b350a931543542b4e1c0d128ad3c408fda9ae824d79","3c886f7f2c11012463296b350a931543542b4e1c0d128ad3c408fda9ae824d79"
"input/sites.csv","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","0a99692b060f13d1faaa870d06ea7dca9a4f16bc289636bcc88f5d105ebdacb5","0a99692b060f13d1faaa870d06ea7dca9a4f16bc289636bcc88f5d105ebdacb5"
"scripts/ENVIRONMENT.md","MODIFIED","Version-specific environment/reproduction/delivery tooling","c7032ab8eec3e443ff0b70ab221031b83ba15d071fdcc0c840cf2e5ab05d1cd2","e76956acda70c3c756b6859e6e115dcde819fac164707f09b4eb3382ee7a295b"
"scripts/build_complete_archive.ps1","MODIFIED","Version-specific environment/reproduction/delivery tooling","8ab10777c9eb2224536ae84b84018cf635997d7fd8968fd09557d3f91d6ebf6e","0686bfe2c92eaad6d9deb42cca922a6b4aaa30a5b7dbae0d800f618f06fb8c86"
"scripts/restore_environment.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","a0ad16e90fdf783233650a8514c8ca0fb3781765014ca808661bbb37ef2abea2","a0ad16e90fdf783233650a8514c8ca0fb3781765014ca808661bbb37ef2abea2"
"scripts/test_environment.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","3a239e76f88f8cb2c1ceea250f70790591a7335ab237e4eb629ea12481254102","3a239e76f88f8cb2c1ceea250f70790591a7335ab237e4eb629ea12481254102"
"scripts/upload_release_asset.ps1","MODIFIED","Version-specific environment/reproduction/delivery tooling","525beffa09cf4568ed8e2f4c30df3f26e618eac231363dbbf33b8fe7883bfab8","49c379964bab1be57f8820bcd460ddd02699553c9e3d844ef243dfb90a52d730"
"src/audit_run.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","641ace08e8b5be25f81502e4e28bc6d9856461cc1cc231146b4bcf20c9988f4c","641ace08e8b5be25f81502e4e28bc6d9856461cc1cc231146b4bcf20c9988f4c"
"src/plot_species_predictions.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","587f6b47df19e1b58e9cbe19a5aaeddb9fe84d52158bc7c2dfcf400fb2ca3813","587f6b47df19e1b58e9cbe19a5aaeddb9fe84d52158bc7c2dfcf400fb2ca3813"
"src/postprocess_results.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","30ff4ef0ec6cca355c1aaf984fb52e21623f19c92961f887a6496e2c1a835b5c","30ff4ef0ec6cca355c1aaf984fb52e21623f19c92961f887a6496e2c1a835b5c"
"src/v3_pipeline.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","fefde2a9652a985c537f5e8d268009ba51e51acad6c31bcb255043280c24c17c","fefde2a9652a985c537f5e8d268009ba51e51acad6c31bcb255043280c24c17c"
"src/write_reports.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","e78395b5c9202f7db1cf5c2566f6d4e48af138e1496c4dd36c02aca64a0f8560","e78395b5c9202f7db1cf5c2566f6d4e48af138e1496c4dd36c02aca64a0f8560"
"stan/joint_bb.stan","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","db491633fcadbd940c2e78280660a47cd037f46795c9dce2258f9381c4571430","db491633fcadbd940c2e78280660a47cd037f46795c9dce2258f9381c4571430"
"tests/build_audit_beta_cases.R","ADDED","Bounded numerical/reference/re-audit/report/scope regression and runner","","7dc4a1d9c92ca4b9b7b50247a7e0a00d4751804fe824532524390da439056c76"
"tests/check_external.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","72d356b09c460c241b8d1e4dbaf8c3ef815646ae0374b71a90afdb8756bc7e81","72d356b09c460c241b8d1e4dbaf8c3ef815646ae0374b71a90afdb8756bc7e81"
"tests/check_prepared.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","3121f19d3359181994ecb99fe7919e76290e67a3325defb886587668b47e4e03","3121f19d3359181994ecb99fe7919e76290e67a3325defb886587668b47e4e03"
"tests/check_smoke_scores.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","0fc5870aa1ee89e239ffa7c71688945cd60cf317473842222f971e81dd413817","0fc5870aa1ee89e239ffa7c71688945cd60cf317473842222f971e81dd413817"
"tests/fixtures_v32.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","279ab0396668887266ccdfabae6f46a2976224f63dc5fd78de5c2aa544c8f166","279ab0396668887266ccdfabae6f46a2976224f63dc5fd78de5c2aa544c8f166"
"tests/high_precision_audit_reference.py","ADDED","Bounded numerical/reference/re-audit/report/scope regression and runner","","0ebc9eae756933e4bd32094dd998a6aa58071fdaa99860f1c80a6a9bab32a173"
"tests/parse_all.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","b9ca19b069d38249a3aa514cdba27910c3ff1900106cb56b81619f16304bf129","b9ca19b069d38249a3aa514cdba27910c3ff1900106cb56b81619f16304bf129"
"tests/prepare_binary_fixture.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","1ae6126ca3eeda4c46aa08721814c1a6ca60b22082aa0add217085e4d04bb6d8","1ae6126ca3eeda4c46aa08721814c1a6ca60b22082aa0add217085e4d04bb6d8"
"tests/print_versions.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","2cf977bba767b6a336b742864b00d0dffdb156536a5153c67706cfc1145bb179","2cf977bba767b6a336b742864b00d0dffdb156536a5153c67706cfc1145bb179"
"tests/run_audit_deterministic.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","9d1afeab6eacd0946e35406e6bda995bb70d93aff988fad227aa014046bbca54","9d1afeab6eacd0946e35406e6bda995bb70d93aff988fad227aa014046bbca54"
"tests/run_tests.R","MODIFIED","Bounded numerical/reference/re-audit/report/scope regression and runner","09592c66671244814e8e405240e360801e32405c61e1755a7bad2fa0e63fdfa9","dfa96474dd16dd34eac900fed8437ccbe58da90dbf3d1d09522185a8450a6180"
"tests/run_v32_regressions.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","6d9bf11445c524b1b8aa9ce641eacf35772033aa53c22468a63f2aa0d6c94748","6d9bf11445c524b1b8aa9ce641eacf35772033aa53c22468a63f2aa0d6c94748"
"tests/run_v33_regressions.R","ADDED","Bounded numerical/reference/re-audit/report/scope regression and runner","","0862d4e68e470fad3c6490605e2e67452e3c16759644893dd5d84d0ae15c460b"
"tests/save_validation_snapshots.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","a78257046973f7e21aee165e3e66302cb56a771647f2e2ee1fc9c18668f8fd40","a78257046973f7e21aee165e3e66302cb56a771647f2e2ee1fc9c18668f8fd40"
"tests/stan/beta_interval_before.stan","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","ed5cf0761285718fec900cbb8a4d219621d53b960753e333d98b0b761eb05964","ed5cf0761285718fec900cbb8a4d219621d53b960753e333d98b0b761eb05964"
"tests/stan/beta_interval_probe_after.stan","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","58fe290b393c0cfdb167bc6117f28c85ed2ea82385444d2edcc626461e84dd63","58fe290b393c0cfdb167bc6117f28c85ed2ea82385444d2edcc626461e84dd63"
"tests/stan/beta_interval_probe_before.stan","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","feaebe6d936d9e4d006dae7899640754e3b777f017ee98550291c9515d5cee38","feaebe6d936d9e4d006dae7899640754e3b777f017ee98550291c9515d5cee38"
"tests/test_artifact_guards.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","1f8f0f652c5b9e87f2b8e87821e94c2c8cd993a98549588d209f3e96e77abaa8","1f8f0f652c5b9e87f2b8e87821e94c2c8cd993a98549588d209f3e96e77abaa8"
"tests/test_audit_beta_reference.R","ADDED","Bounded numerical/reference/re-audit/report/scope regression and runner","","1fa73da530c7464c1d4742e81d2acc2d0117d93baaee0ae81b38b81c2030aa89"
"tests/test_audit_beta_three_way.R","ADDED","Bounded numerical/reference/re-audit/report/scope regression and runner","","6e730ab97bb5882501d6f46130d62769537301e8070c0144a1e219070beb9b94"
"tests/test_beta_intervals.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","9707413f23ad479466ba2c87512213993f7dca98ee5a340856c128224a7e1bb7","9707413f23ad479466ba2c87512213993f7dca98ee5a340856c128224a7e1bb7"
"tests/test_beta_switches.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","df7c7868228b00f64d85e10145538bc5056b71a11abeb63b3f2920a0aed6d170","df7c7868228b00f64d85e10145538bc5056b71a11abeb63b3f2920a0aed6d170"
"tests/test_binary_template_key.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","b4c359d14091a56c7a1b55d5eaf685f028c1f9da1e0116791c78b80ac6b5eb28","b4c359d14091a56c7a1b55d5eaf685f028c1f9da1e0116791c78b80ac6b5eb28"
"tests/test_contracts.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","6a60c0d19fff2a46deb55f315eb67f7bf66d7be26e0b1e52760b136ac23388e6","6a60c0d19fff2a46deb55f315eb67f7bf66d7be26e0b1e52760b136ac23388e6"
"tests/test_input_support_counts.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","5e2f5843a59c9a94e4d5f304aca1386f2ce7801244490b8959a7de8c804d5c9e","5e2f5843a59c9a94e4d5f304aca1386f2ce7801244490b8959a7de8c804d5c9e"
"tests/test_integration.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","8b2bce823041a9435107e1bb9e33300b313791616cb0718cec0011d1e0c2b36d","8b2bce823041a9435107e1bb9e33300b313791616cb0718cec0011d1e0c2b36d"
"tests/test_orchestration.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","bcd5ab69dfc1deeca266d1e6608539db000fcbc7b1641843fe29042be29d54e0","bcd5ab69dfc1deeca266d1e6608539db000fcbc7b1641843fe29042be29d54e0"
"tests/test_prediction_audit.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","4d6432834672ebda1c00caf015706968592e0cc242ea1e6bce7539f7f14409f4","4d6432834672ebda1c00caf015706968592e0cc242ea1e6bce7539f7f14409f4"
"tests/test_quantitative_artifacts.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","6f707829602da8a66e1e183440d3f133c1690bb0f7b6289c25c71791d7d00c26","6f707829602da8a66e1e183440d3f133c1690bb0f7b6289c25c71791d7d00c26"
"tests/test_quantitative_diagnostics.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","df8498654a63806009ffcc968ae64e5f4471c2f165f2bd44f2afa6ca65ccf7cf","df8498654a63806009ffcc968ae64e5f4471c2f165f2bd44f2afa6ca65ccf7cf"
"tests/test_release_regressions.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","84b6a5a952a9d5d7de0fb3fb27f2f74d8ea4b65c6987a371a5eb6289d099a874","84b6a5a952a9d5d7de0fb3fb27f2f74d8ea4b65c6987a371a5eb6289d099a874"
"tests/test_report_comparison_wording.R","ADDED","Bounded numerical/reference/re-audit/report/scope regression and runner","","03816bb4d71a500cfbfdbff82e835945e3ff7479858d8e2ee6f2883b23478c12"
"tests/test_scientific_contracts.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","aae3dd03d118a89585b1c8a3144f1b8a49ec1680b1e7367eb8533f82d2515816","aae3dd03d118a89585b1c8a3144f1b8a49ec1680b1e7367eb8533f82d2515816"
"tests/test_unequal_integration.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","a16d9dd0d64636bc8ec1ab00218cf20ab0c0e7e01fd1717f6053a2df936db8bc","a16d9dd0d64636bc8ec1ab00218cf20ab0c0e7e01fd1717f6053a2df936db8bc"
"tests/test_unequal_posterior_audit.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","9bdfb181ef96f95dc2a920dcb0c9e71632bfea82e72b9d2106bd237b06f83de8","9bdfb181ef96f95dc2a920dcb0c9e71632bfea82e72b9d2106bd237b06f83de8"
"tests/test_v32_fullgrid_synthetic.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","a92910e3306d8725a2103843a1e0071a15cd56e9faa7a2ba04a6f8c856168fa1","a92910e3306d8725a2103843a1e0071a15cd56e9faa7a2ba04a6f8c856168fa1"
"tests/test_v32_metrics.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","00297e0f54b5837e558534c07995f91c3727c547d971a5bd1b3c5a2d20cc571f","00297e0f54b5837e558534c07995f91c3727c547d971a5bd1b3c5a2d20cc571f"
"tests/test_v33_reaudit_saved_fits.R","ADDED","Bounded numerical/reference/re-audit/report/scope regression and runner","","b878f4c4be35c60a79f6d273e16d96e63a03b62a8dc6f0816c17587639a2f957"
"tests/test_v33_scope_guard.R","ADDED","Bounded numerical/reference/re-audit/report/scope regression and runner","","5591a83d2815140e2acb2903a36781222f9f379a546841f06f6ed5bed08047cc"
"tests/test_visual_report.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","dea29440b0747fcb4f0307134436f9053d7d8babb27b8f027eb21c4f1cdfaa34","dea29440b0747fcb4f0307134436f9053d7d8babb27b8f027eb21c4f1cdfaa34"
"tests/test_weighted_posterior.R","UNCHANGED","Preserved v3.2 implementation; no added modeling scope","3a0875ac01c4416623711d20939fedc9b481a50cf80bce0f0fdc07117d106812","3a0875ac01c4416623711d20939fedc9b481a50cf80bce0f0fdc07117d106812"
